Total,het,aob,
721440,6.024697e-11,5.468326e-11,5.563703e-12,
726450,6.024697e-11,5.468326e-11,5.563703e-12,
731460,6.024697e-11,5.468326e-11,5.563703e-12,
736470,6.024697e-11,5.468326e-11,5.563703e-12,
741480,6.024697e-11,5.468326e-11,5.563703e-12,
746490,6.024697e-11,5.468326e-11,5.563703e-12,
751500,6.024697e-11,5.468326e-11,5.563703e-12,
756510,6.024697e-11,5.468326e-11,5.563703e-12,
761520,6.024697e-11,5.468326e-11,5.563703e-12,
766530,6.024697e-11,5.468326e-11,5.563703e-12,
771540,6.024697e-11,5.468326e-11,5.563703e-12,
776550,6.024697e-11,5.468326e-11,5.563703e-12,
781560,6.024697e-11,5.468326e-11,5.563703e-12,
786570,6.024697e-11,5.468326e-11,5.563703e-12,
791580,6.024697e-11,5.468326e-11,5.563703e-12,
796590,6.024697e-11,5.468326e-11,5.563703e-12,
801600,6.024697e-11,5.468326e-11,5.563703e-12,
806610,6.024697e-11,5.468326e-11,5.563703e-12,
811620,6.024697e-11,5.468326e-11,5.563703e-12,
816630,6.024697e-11,5.468326e-11,5.563703e-12,
821640,6.024697e-11,5.468326e-11,5.563703e-12,
826650,6.024697e-11,5.468326e-11,5.563703e-12,
831660,6.024697e-11,5.468326e-11,5.563703e-12,
836670,6.024697e-11,5.468326e-11,5.563703e-12,
841680,6.024697e-11,5.468326e-11,5.563703e-12,
846690,6.024697e-11,5.468326e-11,5.563703e-12,
851700,6.024697e-11,5.468326e-11,5.563703e-12,
856710,6.024697e-11,5.468326e-11,5.563703e-12,
861720,6.024697e-11,5.468326e-11,5.563703e-12,
866730,6.024697e-11,5.468326e-11,5.563703e-12,
871740,6.024697e-11,5.468326e-11,5.563703e-12,
876750,6.024697e-11,5.468326e-11,5.563703e-12,
881760,6.024697e-11,5.468326e-11,5.563703e-12,
886770,6.024697e-11,5.468326e-11,5.563703e-12,
891780,6.024697e-11,5.468326e-11,5.563703e-12,
896790,6.024697e-11,5.468326e-11,5.563703e-12,
Total,het,aob,
5010,1.633698e-12,8.796463e-13,7.540521e-13,
10020,1.872685e-12,1.068237e-12,8.044478e-13,
Total,het,aob,
5010,1.633699e-12,8.796463e-13,7.540525e-13,
10020,1.872685e-12,1.068237e-12,8.044482e-13,
15030,2.153254e-12,1.296194e-12,8.570595e-13,
Total,het,aob,
5010,1.633696e-12,8.796721e-13,7.540235e-13,
10020,1.872689e-12,1.068319e-12,8.043702e-13,
15030,2.153227e-12,1.296323e-12,8.569046e-13,
20040,2.483607e-12,1.571643e-12,9.119638e-13,
Total,het,aob,
5010,1.633696e-12,8.796721e-13,7.540235e-13,
10020,1.872689e-12,1.068319e-12,8.043702e-13,
15030,2.153227e-12,1.296323e-12,8.569046e-13,
Total,het,aob,
5010,1.633696e-12,8.796721e-13,7.540235e-13,
10020,1.872689e-12,1.068319e-12,8.043702e-13,
15030,2.153227e-12,1.296323e-12,8.569046e-13,
Total,het,aob,
5010,1.633696e-12,8.796721e-13,7.540235e-13,
10020,1.872689e-12,1.068319e-12,8.043702e-13,
15030,2.153227e-12,1.296323e-12,8.569046e-13,
20040,2.483607e-12,1.571643e-12,9.119638e-13,
25050,2.873367e-12,1.903590e-12,9.697770e-13,
30060,3.333414e-12,2.302928e-12,1.030486e-12,
35070,3.876150e-12,2.781957e-12,1.094194e-12,
40080,4.515387e-12,3.354421e-12,1.160966e-12,
45090,5.264457e-12,4.033860e-12,1.230596e-12,
50100,6.137590e-12,4.834380e-12,1.303211e-12,
55110,7.144491e-12,5.765833e-12,1.378658e-12,
60120,8.286096e-12,6.829350e-12,1.456746e-12,
65130,9.551862e-12,8.014411e-12,1.537450e-12,
70140,1.090652e-11,9.286038e-12,1.620486e-12,
75150,1.230434e-11,1.059869e-11,1.705654e-12,
80160,1.369239e-11,1.189992e-11,1.792475e-12,
85170,1.508865e-11,1.320754e-11,1.881115e-12,
90180,1.646892e-11,1.449780e-11,1.971118e-12,
95190,1.785470e-11,1.579216e-11,2.062543e-12,
100200,1.920940e-11,1.705460e-11,2.154804e-12,
105210,2.052819e-11,1.828078e-11,2.247407e-12,
110220,2.186112e-11,1.952028e-11,2.340831e-12,
115230,2.317051e-11,2.073558e-11,2.434926e-12,
120240,2.445616e-11,2.192718e-11,2.528982e-12,
125250,2.576590e-11,2.314204e-11,2.623860e-12,
130260,2.700776e-11,2.428963e-11,2.718126e-12,
135270,2.826177e-11,2.544900e-11,2.812774e-12,
140280,2.947784e-11,2.657117e-11,2.906674e-12,
145290,3.070295e-11,2.770205e-11,3.000901e-12,
150300,3.190499e-11,2.881099e-11,3.094003e-12,
155310,3.306392e-11,2.987668e-11,3.187240e-12,
160320,3.420879e-11,3.093001e-11,3.278779e-12,
165330,3.532979e-11,3.195865e-11,3.371139e-12,
170340,3.644005e-11,3.297805e-11,3.462009e-12,
175350,3.758320e-11,3.403022e-11,3.552980e-12,
180360,3.862189e-11,3.498057e-11,3.641311e-12,
185370,3.971001e-11,3.597866e-11,3.731352e-12,
190380,4.075412e-11,3.693466e-11,3.819459e-12,
195390,4.181060e-11,3.790379e-11,3.906813e-12,
200400,4.284835e-11,3.885281e-11,3.995540e-12,
205410,4.383556e-11,3.975555e-11,4.080009e-12,
210420,4.482181e-11,4.065606e-11,4.165750e-12,
215430,4.584668e-11,4.159394e-11,4.252736e-12,
220440,4.680575e-11,4.246945e-11,4.336300e-12,
225450,4.775521e-11,4.333716e-11,4.418045e-12,
230460,4.869725e-11,4.419623e-11,4.501025e-12,
235470,4.960633e-11,4.502217e-11,4.584158e-12,
240480,5.053096e-11,4.586459e-11,4.666367e-12,
245490,5.143960e-11,4.669330e-11,4.746293e-12,
250500,5.231145e-11,4.748538e-11,4.826065e-12,
255510,5.319989e-11,4.829344e-11,4.906446e-12,
260520,5.407373e-11,4.908774e-11,4.985986e-12,
265530,5.491316e-11,4.985060e-11,5.062559e-12,
270540,5.574968e-11,5.061021e-11,5.139470e-12,
275550,5.656356e-11,5.134693e-11,5.216630e-12,
280560,5.740748e-11,5.211392e-11,5.293555e-12,
285570,5.819318e-11,5.282329e-11,5.369893e-12,
290580,5.897892e-11,5.353581e-11,5.443111e-12,
295590,5.974361e-11,5.422954e-11,5.514071e-12,
300600,6.052203e-11,5.493644e-11,5.585588e-12,
305610,6.128262e-11,5.562473e-11,5.657887e-12,
310620,6.200797e-11,5.627740e-11,5.730570e-12,
Total,het,aob,
5010,1.581069e-12,8.513227e-13,7.297464e-13,
10020,1.812550e-12,1.033961e-12,7.785891e-13,
15030,2.084374e-12,1.254758e-12,8.296164e-13,
20040,2.404602e-12,1.521452e-12,8.831503e-13,
25050,2.782524e-12,1.843110e-12,9.394139e-13,
30060,3.228815e-12,2.230257e-12,9.985579e-13,
35070,3.755592e-12,2.694913e-12,1.060679e-12,
40080,4.376507e-12,3.250640e-12,1.125867e-12,
45090,5.104892e-12,3.910960e-12,1.193931e-12,
50100,5.955172e-12,4.690177e-12,1.264995e-12,
55110,6.937090e-12,5.598229e-12,1.338861e-12,
60120,8.053962e-12,6.638524e-12,1.415439e-12,
65130,9.294900e-12,7.800260e-12,1.494640e-12,
70140,1.063654e-11,9.060083e-12,1.576458e-12,
75150,1.201893e-11,1.035862e-11,1.660307e-12,
80160,1.342693e-11,1.168052e-11,1.746412e-12,
85170,1.482965e-11,1.299531e-11,1.834344e-12,
90180,1.620524e-11,1.428164e-11,1.923602e-12,
95190,1.757611e-11,1.556188e-11,2.014237e-12,
100200,1.894936e-11,1.684326e-11,2.106098e-12,
105210,2.028752e-11,1.808882e-11,2.198706e-12,
110220,2.160918e-11,1.931710e-11,2.292076e-12,
115230,2.292091e-11,2.053506e-11,2.385855e-12,
120240,2.422397e-11,2.174382e-11,2.480156e-12,
125250,2.551390e-11,2.293912e-11,2.574777e-12,
130260,2.679650e-11,2.412687e-11,2.669631e-12,
135270,2.803311e-11,2.526947e-11,2.763635e-12,
140280,2.925814e-11,2.640062e-11,2.857514e-12,
145290,3.045197e-11,2.750112e-11,2.950849e-12,
150300,3.163190e-11,2.858798e-11,3.043917e-12,
155310,3.279795e-11,2.966129e-11,3.136669e-12,
160320,3.396967e-11,3.074009e-11,3.229587e-12,
165330,3.511624e-11,3.179497e-11,3.321277e-12,
170340,3.623640e-11,3.282309e-11,3.413312e-12,
175350,3.730474e-11,3.380248e-11,3.502257e-12,
180360,3.841376e-11,3.482150e-11,3.592253e-12,
185370,3.949362e-11,3.581080e-11,3.682825e-12,
190380,4.053429e-11,3.676416e-11,3.770129e-12,
195390,4.158868e-11,3.772957e-11,3.859114e-12,
200400,4.258978e-11,3.864334e-11,3.946438e-12,
205410,4.360266e-11,3.956896e-11,4.033701e-12,
210420,4.463547e-11,4.051463e-11,4.120840e-12,
215430,4.560168e-11,4.139519e-11,4.206486e-12,
220440,4.656132e-11,4.226972e-11,4.291592e-12,
225450,4.752182e-11,4.314587e-11,4.375950e-12,
230460,4.849817e-11,4.403815e-11,4.460020e-12,
235470,4.941578e-11,4.487253e-11,4.543248e-12,
240480,5.032835e-11,4.570257e-11,4.625776e-12,
245490,5.121795e-11,4.651194e-11,4.706017e-12,
250500,5.214917e-11,4.736248e-11,4.786694e-12,
255510,5.300792e-11,4.814042e-11,4.867500e-12,
260520,5.386035e-11,4.891338e-11,4.946977e-12,
265530,5.470182e-11,4.967666e-11,5.025161e-12,
270540,5.553370e-11,5.043218e-11,5.101516e-12,
275550,5.634847e-11,5.117036e-11,5.178115e-12,
280560,5.719269e-11,5.193722e-11,5.255471e-12,
285570,5.797254e-11,5.264014e-11,5.332405e-12,
290580,5.873975e-11,5.333642e-11,5.403339e-12,
295590,5.950885e-11,5.403614e-11,5.472711e-12,
300600,6.030014e-11,5.475691e-11,5.543231e-12,
305610,6.102636e-11,5.541151e-11,5.614854e-12,
Total,het,aob,
5010,1.560017e-12,8.399824e-13,7.200346e-13,
10020,1.788489e-12,1.020215e-12,7.682734e-13,
15030,2.056818e-12,1.238125e-12,8.186931e-13,
20040,2.372970e-12,1.501359e-12,8.716105e-13,
25050,2.746137e-12,1.818894e-12,9.272435e-13,
30060,3.186886e-12,2.201143e-12,9.857429e-13,
35070,3.707262e-12,2.660051e-12,1.047211e-12,
40080,4.320814e-12,3.209086e-12,1.111728e-12,
45090,5.040846e-12,3.861726e-12,1.179120e-12,
50100,5.881478e-12,4.632019e-12,1.249459e-12,
55110,6.854423e-12,5.531689e-12,1.322735e-12,
60120,7.964678e-12,6.565852e-12,1.398825e-12,
65130,9.197728e-12,7.720364e-12,1.477364e-12,
70140,1.052630e-11,8.967961e-12,1.558338e-12,
75150,1.190593e-11,1.026435e-11,1.641572e-12,
80160,1.330828e-11,1.158131e-11,1.726976e-12,
85170,1.470538e-11,1.289115e-11,1.814230e-12,
90180,1.608219e-11,1.417929e-11,1.902907e-12,
95190,1.746213e-11,1.546911e-11,1.993013e-12,
100200,1.881996e-11,1.673582e-11,2.084133e-12,
105210,2.017942e-11,1.800307e-11,2.176347e-12,
110220,2.148776e-11,1.921899e-11,2.268768e-12,
115230,2.279371e-11,2.043212e-11,2.361590e-12,
120240,2.409473e-11,2.163966e-11,2.455063e-12,
125250,2.534861e-11,2.280041e-11,2.548199e-12,
130260,2.661360e-11,2.397164e-11,2.641963e-12,
135270,2.785021e-11,2.511501e-11,2.735205e-12,
140280,2.908278e-11,2.625426e-11,2.828522e-12,
145290,3.029169e-11,2.737032e-11,2.921372e-12,
150300,3.147589e-11,2.846185e-11,3.014034e-12,
155310,3.267268e-11,2.956597e-11,3.106709e-12,
160320,3.384791e-11,3.064903e-11,3.198883e-12,
165330,3.497985e-11,3.168998e-11,3.289868e-12,
170340,3.609938e-11,3.271837e-11,3.381014e-12,
175350,3.715877e-11,3.369037e-11,3.468400e-12,
180360,3.827970e-11,3.472200e-11,3.557697e-12,
185370,3.938819e-11,3.573959e-11,3.648601e-12,
190380,4.042959e-11,3.669460e-11,3.734986e-12,
195390,4.148556e-11,3.766270e-11,3.822864e-12,
200400,4.250370e-11,3.859379e-11,3.909915e-12,
205410,4.356681e-11,3.957102e-11,3.995794e-12,
210420,4.455391e-11,4.047129e-11,4.082617e-12,
215430,4.554245e-11,4.137585e-11,4.166597e-12,
220440,4.650791e-11,4.225899e-11,4.248918e-12,
225450,4.745660e-11,4.312447e-11,4.332127e-12,
230460,4.841768e-11,4.400158e-11,4.416098e-12,
235470,4.936165e-11,4.486378e-11,4.497877e-12,
240480,5.026290e-11,4.568411e-11,4.578787e-12,
245490,5.117340e-11,4.651321e-11,4.660197e-12,
250500,5.205276e-11,4.731316e-11,4.739600e-12,
255510,5.295994e-11,4.814450e-11,4.815445e-12,
260520,5.380512e-11,4.891296e-11,4.892167e-12,
265530,5.466454e-11,4.969441e-11,4.970129e-12,
270540,5.551475e-11,5.046611e-11,5.048639e-12,
275550,5.636135e-11,5.123450e-11,5.126851e-12,
280560,5.715897e-11,5.196104e-11,5.197932e-12,
285570,5.794877e-11,5.267951e-11,5.269263e-12,
290580,5.874259e-11,5.340091e-11,5.341687e-12,
295590,5.952882e-11,5.411412e-11,5.414705e-12,
300600,6.031642e-11,5.482942e-11,5.486997e-12,
305610,6.106529e-11,5.550484e-11,5.560448e-12,
Total,het,aob,
5010,1.536150e-12,8.400096e-13,6.961408e-13,
10020,1.736733e-12,1.020310e-12,7.164228e-13,
15030,1.973331e-12,1.238324e-12,7.350070e-13,
20040,2.254979e-12,1.501711e-12,7.532679e-13,
25050,2.591019e-12,1.819462e-12,7.715575e-13,
30060,2.991988e-12,2.202005e-12,7.899839e-13,
35070,3.469827e-12,2.661291e-12,8.085362e-13,
40080,4.037977e-12,3.210764e-12,8.272132e-13,
45090,4.709990e-12,3.864165e-12,8.458251e-13,
50100,5.500371e-12,4.635823e-12,8.645484e-13,
55110,6.419966e-12,5.536701e-12,8.832641e-13,
60120,7.472690e-12,6.570724e-12,9.019660e-13,
65130,8.650479e-12,7.729767e-12,9.207117e-13,
70140,9.921225e-12,8.981841e-12,9.393841e-13,
75150,1.124103e-11,1.028296e-11,9.580727e-13,
80160,1.258166e-11,1.160480e-11,9.768579e-13,
85170,1.390907e-11,1.291354e-11,9.955370e-13,
90180,1.522481e-11,1.421060e-11,1.014209e-12,
95190,1.652588e-11,1.549304e-11,1.032842e-12,
100200,1.782062e-11,1.676909e-11,1.051529e-12,
105210,1.908999e-11,1.801989e-11,1.070097e-12,
110220,2.035544e-11,1.926685e-11,1.088592e-12,
115230,2.158766e-11,2.048055e-11,1.107116e-12,
120240,2.279859e-11,2.167306e-11,1.125530e-12,
125250,2.401115e-11,2.286728e-11,1.143868e-12,
130260,2.517614e-11,2.401401e-11,1.162127e-12,
135270,2.636721e-11,2.518681e-11,1.180403e-12,
140280,2.750826e-11,2.630966e-11,1.198594e-12,
145290,2.862108e-11,2.740459e-11,1.216482e-12,
150300,2.973759e-11,2.850315e-11,1.234441e-12,
155310,3.083441e-11,2.958223e-11,1.252185e-12,
160320,3.189423e-11,3.062431e-11,1.269912e-12,
165330,3.297733e-11,3.168968e-11,1.287643e-12,
170340,3.403288e-11,3.272797e-11,1.304911e-12,
175350,3.504865e-11,3.372644e-11,1.322217e-12,
180360,3.603543e-11,3.469595e-11,1.339476e-12,
185370,3.704910e-11,3.569253e-11,1.356568e-12,
190380,3.806531e-11,3.669178e-11,1.373537e-12,
195390,3.901474e-11,3.762430e-11,1.390439e-12,
200400,3.995574e-11,3.854849e-11,1.407254e-12,
205410,4.088634e-11,3.946240e-11,1.423942e-12,
210420,4.182439e-11,4.038394e-11,1.440450e-12,
215430,4.275000e-11,4.129331e-11,1.456688e-12,
220440,4.363141e-11,4.215866e-11,1.472746e-12,
225450,4.451839e-11,4.302962e-11,1.488770e-12,
230460,4.539362e-11,4.388889e-11,1.504724e-12,
235470,4.626129e-11,4.474066e-11,1.520633e-12,
240480,4.708787e-11,4.555141e-11,1.536454e-12,
245490,4.792043e-11,4.636824e-11,1.552188e-12,
250500,4.877601e-11,4.720857e-11,1.567439e-12,
255510,4.956624e-11,4.798387e-11,1.582374e-12,
260520,5.033459e-11,4.873741e-11,1.597179e-12,
265530,5.112389e-11,4.951196e-11,1.611931e-12,
270540,5.188513e-11,5.025850e-11,1.626633e-12,
275550,5.264572e-11,5.100443e-11,1.641290e-12,
280560,5.336204e-11,5.170623e-11,1.655809e-12,
285570,5.412118e-11,5.245096e-11,1.670220e-12,
290580,5.481567e-11,5.313112e-11,1.684549e-12,
295590,5.550912e-11,5.381044e-11,1.698684e-12,
300600,5.624352e-11,5.453109e-11,1.712426e-12,
305610,5.690860e-11,5.518281e-11,1.725793e-12,
310620,5.757826e-11,5.583937e-11,1.738888e-12,
315630,5.828839e-11,5.653663e-11,1.751766e-12,
Total,het,aob,
5010,1.556696e-12,8.512719e-13,7.054237e-13,
10020,1.759586e-12,1.033814e-12,7.257714e-13,
15030,1.998883e-12,1.254483e-12,7.443999e-13,
20040,2.283716e-12,1.521008e-12,7.627079e-13,
25050,2.623495e-12,1.842452e-12,7.810434e-13,
30060,3.028835e-12,2.229318e-12,7.995175e-13,
35070,3.511740e-12,2.693629e-12,8.181112e-13,
40080,4.085453e-12,3.248699e-12,8.367544e-13,
45090,4.763501e-12,3.908144e-12,8.553568e-13,
50100,5.561088e-12,4.686925e-12,8.741636e-13,
55110,6.487051e-12,5.594217e-12,8.928341e-13,
60120,7.546057e-12,6.634512e-12,9.115451e-13,
65130,8.728259e-12,7.797996e-12,9.302630e-13,
70140,1.000317e-11,9.054204e-12,9.489641e-13,
75150,1.133075e-11,1.036307e-11,9.676800e-13,
80160,1.266423e-11,1.167794e-11,9.862881e-13,
85170,1.399232e-11,1.298744e-11,1.004885e-12,
90180,1.530826e-11,1.428483e-11,1.023428e-12,
95190,1.661393e-11,1.557197e-11,1.041961e-12,
100200,1.791249e-11,1.685204e-11,1.060457e-12,
105210,1.918407e-11,1.810521e-11,1.078855e-12,
110220,2.043519e-11,1.933806e-11,1.097131e-12,
115230,2.169088e-11,2.057548e-11,1.115405e-12,
120240,2.290688e-11,2.177334e-11,1.133537e-12,
125250,2.409719e-11,2.294569e-11,1.151507e-12,
130260,2.528621e-11,2.411666e-11,1.169547e-12,
135270,2.646325e-11,2.527580e-11,1.187445e-12,
140280,2.759002e-11,2.638492e-11,1.205095e-12,
145290,2.874593e-11,2.752319e-11,1.222736e-12,
150300,2.985338e-11,2.861310e-11,1.240282e-12,
155310,3.094570e-11,2.968800e-11,1.257705e-12,
160320,3.202759e-11,3.075265e-11,1.274940e-12,
165330,3.308065e-11,3.178867e-11,1.291982e-12,
170340,3.412698e-11,3.281799e-11,1.308987e-12,
175350,3.516181e-11,3.383617e-11,1.325640e-12,
180360,3.615862e-11,3.481627e-11,1.342352e-12,
185370,3.715792e-11,3.579898e-11,1.358945e-12,
190380,3.814019e-11,3.676477e-11,1.375421e-12,
195390,3.911555e-11,3.772409e-11,1.391457e-12,
200400,4.005728e-11,3.864974e-11,1.407547e-12,
205410,4.100784e-11,3.958415e-11,1.423691e-12,
210420,4.195000e-11,4.051043e-11,1.439572e-12,
215430,4.285171e-11,4.139645e-11,1.455263e-12,
220440,4.374481e-11,4.227390e-11,1.470912e-12,
225450,4.462526e-11,4.313894e-11,1.486324e-12,
230460,4.549551e-11,4.399395e-11,1.501565e-12,
235470,4.636113e-11,4.484448e-11,1.516647e-12,
240480,4.719583e-11,4.566423e-11,1.531596e-12,
245490,4.802156e-11,4.647507e-11,1.546489e-12,
250500,4.883984e-11,4.727868e-11,1.561159e-12,
255510,4.965488e-11,4.807929e-11,1.575584e-12,
260520,5.043615e-11,4.884631e-11,1.589841e-12,
265530,5.121182e-11,4.960778e-11,1.604037e-12,
270540,5.200913e-11,5.039093e-11,1.618199e-12,
275550,5.275299e-11,5.112082e-11,1.632172e-12,
280560,5.349604e-11,5.185020e-11,1.645833e-12,
285570,5.423508e-11,5.257571e-11,1.659367e-12,
290580,5.493505e-11,5.326232e-11,1.672733e-12,
295590,5.566979e-11,5.398385e-11,1.685944e-12,
300600,5.635383e-11,5.465495e-11,1.698882e-12,
305610,5.702970e-11,5.531811e-11,1.711589e-12,
310620,5.771269e-11,5.598857e-11,1.724122e-12,
Total,het,aob,
5010,1.577345e-12,8.626115e-13,7.147335e-13,
10020,1.782732e-12,1.047558e-12,7.351735e-13,
15030,2.024978e-12,1.271111e-12,7.538669e-13,
20040,2.313329e-12,1.541091e-12,7.722380e-13,
25050,2.657294e-12,1.866654e-12,7.906399e-13,
30060,3.067574e-12,2.258415e-12,8.091588e-13,
35070,3.556277e-12,2.728474e-12,8.278029e-13,
40080,4.136737e-12,3.290227e-12,8.465096e-13,
45090,4.822511e-12,3.957338e-12,8.651733e-13,
50100,5.628205e-12,4.744211e-12,8.839937e-13,
55110,6.563503e-12,5.660726e-12,9.027770e-13,
60120,7.631466e-12,6.709930e-12,9.215354e-13,
65130,8.820326e-12,7.880050e-12,9.402769e-13,
70140,1.009797e-11,9.138989e-12,9.589835e-13,
75150,1.142402e-11,1.044629e-11,9.777318e-13,
80160,1.275832e-11,1.176191e-11,9.964038e-13,
85170,1.408584e-11,1.307078e-11,1.015060e-12,
90180,1.540149e-11,1.436783e-11,1.033658e-12,
95190,1.670142e-11,1.564922e-11,1.052194e-12,
100200,1.798271e-11,1.691203e-11,1.070679e-12,
105210,1.925027e-11,1.816115e-11,1.089120e-12,
110220,2.052913e-11,1.942156e-11,1.107574e-12,
115230,2.176176e-11,2.063587e-11,1.125892e-12,
120240,2.297609e-11,2.183200e-11,1.144090e-12,
125250,2.416938e-11,2.300720e-11,1.162174e-12,
130260,2.535748e-11,2.417720e-11,1.180276e-12,
135270,2.650946e-11,2.531131e-11,1.198159e-12,
140280,2.766877e-11,2.645273e-11,1.216039e-12,
145290,2.881125e-11,2.757754e-11,1.233708e-12,
150300,2.991014e-11,2.865878e-11,1.251362e-12,
155310,3.104738e-11,2.977825e-11,1.269133e-12,
160320,3.212900e-11,3.084255e-11,1.286453e-12,
165330,3.319628e-11,3.189253e-11,1.303755e-12,
170340,3.426498e-11,3.294392e-11,1.321056e-12,
175350,3.529645e-11,3.395854e-11,1.337914e-12,
180360,3.629556e-11,3.494082e-11,1.354737e-12,
185370,3.727718e-11,3.590612e-11,1.371062e-12,
190380,3.827991e-11,3.689237e-11,1.387544e-12,
195390,3.923243e-11,3.782836e-11,1.404066e-12,
200400,4.017516e-11,3.875495e-11,1.420215e-12,
205410,4.114769e-11,3.971157e-11,1.436121e-12,
210420,4.205862e-11,4.060650e-11,1.452114e-12,
215430,4.295169e-11,4.148367e-11,1.468019e-12,
220440,4.383400e-11,4.235044e-11,1.483568e-12,
225450,4.474842e-11,4.324959e-11,1.498832e-12,
230460,4.561357e-11,4.409943e-11,1.514144e-12,
235470,4.645916e-11,4.492970e-11,1.529456e-12,
240480,4.729012e-11,4.574556e-11,1.544561e-12,
245490,4.809755e-11,4.653824e-11,1.559303e-12,
250500,4.894066e-11,4.736665e-11,1.574019e-12,
255510,4.972790e-11,4.813925e-11,1.588651e-12,
260520,5.051228e-11,4.890906e-11,1.603213e-12,
265530,5.131615e-11,4.969852e-11,1.617629e-12,
270540,5.206945e-11,5.043764e-11,1.631811e-12,
275550,5.281029e-11,5.116449e-11,1.645800e-12,
280560,5.353894e-11,5.187931e-11,1.659629e-12,
285570,5.429907e-11,5.262577e-11,1.673300e-12,
290580,5.500836e-11,5.332156e-11,1.686795e-12,
295590,5.570390e-11,5.400382e-11,1.700081e-12,
300600,5.638551e-11,5.467232e-11,1.713189e-12,
305610,5.710051e-11,5.537438e-11,1.726126e-12,
310620,5.776428e-11,5.602542e-11,1.738864e-12,
315630,5.842339e-11,5.667194e-11,1.751453e-12,
Total,het,aob,
5010,1.587669e-12,8.682812e-13,7.193874e-13,
10020,1.794300e-12,1.054429e-12,7.398710e-13,
15030,2.038021e-12,1.279425e-12,7.585955e-13,
20040,2.328126e-12,1.551130e-12,7.769956e-13,
25050,2.674175e-12,1.878750e-12,7.954248e-13,
30060,3.086926e-12,2.272946e-12,8.139793e-13,
35070,3.578547e-12,2.745888e-12,8.326595e-13,
40080,4.162386e-12,3.310994e-12,8.513918e-13,
45090,4.852034e-12,3.981963e-12,8.700705e-13,
50100,5.662007e-12,4.773114e-12,8.888927e-13,
55110,6.601802e-12,5.694120e-12,9.076813e-13,
60120,7.673087e-12,6.746676e-12,9.264102e-13,
65130,8.867640e-12,7.922432e-12,9.452081e-13,
70140,1.014416e-11,9.180317e-12,9.638408e-13,
75150,1.147114e-11,1.048855e-11,9.825941e-13,
80160,1.280086e-11,1.179962e-11,1.001236e-12,
85170,1.413006e-11,1.311016e-11,1.019905e-12,
90180,1.543888e-11,1.440042e-11,1.038455e-12,
95190,1.673838e-11,1.568138e-11,1.057004e-12,
100200,1.802641e-11,1.695088e-11,1.075529e-12,
105210,1.929303e-11,1.819910e-11,1.093935e-12,
110220,2.055197e-11,1.943965e-11,1.112322e-12,
115230,2.180007e-11,2.066944e-11,1.130633e-12,
120240,2.300782e-11,2.185906e-11,1.148759e-12,
125250,2.420426e-11,2.303737e-11,1.166893e-12,
130260,2.538159e-11,2.419672e-11,1.184873e-12,
135270,2.654463e-11,2.534187e-11,1.202764e-12,
140280,2.771854e-11,2.649793e-11,1.220607e-12,
145290,2.883920e-11,2.760092e-11,1.238282e-12,
150300,2.994000e-11,2.868417e-11,1.255827e-12,
155310,3.103828e-11,2.976493e-11,1.273347e-12,
160320,3.214820e-11,3.085742e-11,1.290775e-12,
165330,3.320663e-11,3.189858e-11,1.308051e-12,
170340,3.425051e-11,3.292532e-11,1.325189e-12,
175350,3.527221e-11,3.393007e-11,1.342142e-12,
180360,3.623757e-11,3.487908e-11,1.358485e-12,
185370,3.725502e-11,3.588023e-11,1.374788e-12,
190380,3.824337e-11,3.685209e-11,1.391280e-12,
195390,3.918999e-11,3.778220e-11,1.407786e-12,
200400,4.017817e-11,3.875383e-11,1.424342e-12,
205410,4.110733e-11,3.966722e-11,1.440116e-12,
210420,4.202732e-11,4.057136e-11,1.455955e-12,
215430,4.292734e-11,4.145551e-11,1.471831e-12,
220440,4.385996e-11,4.237219e-11,1.487773e-12,
225450,4.473556e-11,4.323260e-11,1.502955e-12,
230460,4.559342e-11,4.407529e-11,1.518129e-12,
235470,4.643779e-11,4.490445e-11,1.533341e-12,
240480,4.731345e-11,4.576483e-11,1.548618e-12,
245490,4.813393e-11,4.657029e-11,1.563642e-12,
250500,4.893358e-11,4.735525e-11,1.578331e-12,
255510,4.972253e-11,4.812970e-11,1.592825e-12,
260520,5.049581e-11,4.888856e-11,1.607245e-12,
265530,5.129971e-11,4.967806e-11,1.621653e-12,
270540,5.205201e-11,5.041606e-11,1.635950e-12,
275550,5.279751e-11,5.114747e-11,1.650046e-12,
280560,5.352371e-11,5.185990e-11,1.663807e-12,
285570,5.424367e-11,5.256634e-11,1.677325e-12,
290580,5.498179e-11,5.329110e-11,1.690684e-12,
295590,5.567231e-11,5.396840e-11,1.703904e-12,
300600,5.637611e-11,5.465909e-11,1.717016e-12,
305610,5.707501e-11,5.534500e-11,1.730016e-12,
310620,5.773487e-11,5.599198e-11,1.742883e-12,
315630,5.838755e-11,5.663193e-11,1.755629e-12,
Total,het,aob,
5010,1.608314e-12,8.796204e-13,7.286932e-13,
10020,1.817434e-12,1.068172e-12,7.492621e-13,
15030,2.064095e-12,1.296049e-12,7.680455e-13,
20040,2.357710e-12,1.571204e-12,7.865062e-13,
25050,2.707940e-12,1.902942e-12,8.049972e-13,
30060,3.125630e-12,2.302020e-12,8.236095e-13,
35070,3.623042e-12,2.780706e-12,8.423356e-13,
40080,4.213884e-12,3.352705e-12,8.611789e-13,
45090,4.911188e-12,4.031322e-12,8.798655e-13,
