Total,het,aob,
50100,5.729715e-12,4.831000e-12,8.987147e-13,
55110,6.677533e-12,5.760075e-12,9.174585e-13,
60120,7.756132e-12,6.819952e-12,9.361800e-13,
65130,8.955174e-12,8.000221e-12,9.549525e-13,
70140,1.023756e-11,9.263900e-12,9.736581e-13,
75150,1.156535e-11,1.057295e-11,9.923973e-13,
80160,1.289488e-11,1.188384e-11,1.011042e-12,
85170,1.421867e-11,1.318899e-11,1.029675e-12,
90180,1.552247e-11,1.447428e-11,1.048183e-12,
95190,1.682674e-11,1.575995e-11,1.066792e-12,
100200,1.810946e-11,1.702419e-11,1.085269e-12,
105210,1.940695e-11,1.830311e-11,1.103837e-12,
110220,2.065748e-11,1.953532e-11,1.122162e-12,
115230,2.188748e-11,2.074708e-11,1.140401e-12,
120240,2.309626e-11,2.193770e-11,1.158560e-12,
125250,2.431795e-11,2.314116e-11,1.176785e-12,
130260,2.552197e-11,2.432715e-11,1.194829e-12,
135270,2.668383e-11,2.547111e-11,1.212718e-12,
140280,2.782410e-11,2.659359e-11,1.230514e-12,
145290,2.894137e-11,2.769330e-11,1.248076e-12,
150300,3.006962e-11,2.880387e-11,1.265744e-12,
155310,3.118617e-11,2.990296e-11,1.283214e-12,
160320,3.225522e-11,3.095462e-11,1.300600e-12,
165330,3.331284e-11,3.199506e-11,1.317788e-12,
170340,3.435943e-11,3.302457e-11,1.334857e-12,
175350,3.541993e-11,3.406795e-11,1.351980e-12,
180360,3.642679e-11,3.505814e-11,1.368647e-12,
185370,3.738680e-11,3.600169e-11,1.385107e-12,
190380,3.837771e-11,3.697604e-11,1.401669e-12,
195390,3.937941e-11,3.796111e-11,1.418302e-12,
200400,4.032414e-11,3.888992e-11,1.434221e-12,
205410,4.125719e-11,3.980700e-11,1.450198e-12,
210420,4.218062e-11,4.071439e-11,1.466228e-12,
215430,4.311785e-11,4.163562e-11,1.482229e-12,
220440,4.400617e-11,4.250837e-11,1.497799e-12,
225450,4.488060e-11,4.336745e-11,1.513149e-12,
230460,4.576240e-11,4.423383e-11,1.528569e-12,
235470,4.663758e-11,4.509362e-11,1.543955e-12,
240480,4.747146e-11,4.591242e-11,1.559040e-12,
245490,4.829313e-11,4.671933e-11,1.573802e-12,
250500,4.910383e-11,4.751529e-11,1.588541e-12,
255510,4.990628e-11,4.830302e-11,1.603258e-12,
260520,5.070735e-11,4.908948e-11,1.617870e-12,
265530,5.147401e-11,4.984180e-11,1.632215e-12,
270540,5.227212e-11,5.062579e-11,1.646322e-12,
275550,5.301925e-11,5.135896e-11,1.660289e-12,
280560,5.375470e-11,5.208048e-11,1.674218e-12,
285570,5.448418e-11,5.279612e-11,1.688061e-12,
290580,5.520769e-11,5.350591e-11,1.701777e-12,
295590,5.593151e-11,5.421628e-11,1.715229e-12,
300600,5.661656e-11,5.488831e-11,1.728252e-12,
305610,5.728581e-11,5.554478e-11,1.741037e-12,
310620,5.795362e-11,5.619994e-11,1.753674e-12,
315630,5.864170e-11,5.687547e-11,1.766228e-12,
320640,5.927943e-11,5.750074e-11,1.778685e-12,
Total,het,aob,
5010,1.628955e-12,8.909592e-13,7.379962e-13,
10020,1.840560e-12,1.081913e-12,7.586472e-13,
15030,2.090159e-12,1.312671e-12,7.774885e-13,
20040,2.387279e-12,1.591274e-12,7.960049e-13,
25050,2.741668e-12,1.927116e-12,8.145516e-13,
30060,3.164283e-12,2.331064e-12,8.332188e-13,
35070,3.667471e-12,2.815468e-12,8.520031e-13,
40080,4.265009e-12,3.394112e-12,8.708973e-13,
45090,4.969911e-12,4.080283e-12,8.896278e-13,
50100,5.796876e-12,4.888363e-12,9.085128e-13,
55110,6.753522e-12,5.826227e-12,9.272957e-13,
60120,7.842398e-12,6.896277e-12,9.461211e-13,
65130,9.047621e-12,8.082728e-12,9.648930e-13,
70140,1.033716e-11,9.353479e-12,9.836764e-13,
75150,1.166295e-11,1.066053e-11,1.002418e-12,
80160,1.299244e-11,1.197135e-11,1.021086e-12,
85170,1.431380e-11,1.327406e-11,1.039745e-12,
90180,1.564458e-11,1.458603e-11,1.058546e-12,
95190,1.693718e-11,1.586010e-11,1.077080e-12,
100200,1.821810e-11,1.712252e-11,1.095579e-12,
105210,1.951465e-11,1.840048e-11,1.114173e-12,
110220,2.074042e-11,1.960799e-11,1.132439e-12,
115230,2.198608e-11,2.083536e-11,1.150719e-12,
120240,2.320119e-11,2.203217e-11,1.169018e-12,
125250,2.439710e-11,2.320998e-11,1.187121e-12,
130260,2.557775e-11,2.437262e-11,1.205132e-12,
135270,2.674694e-11,2.552388e-11,1.223054e-12,
140280,2.790318e-11,2.666236e-11,1.240824e-12,
145290,2.902447e-11,2.776594e-11,1.258531e-12,
150300,3.015204e-11,2.887589e-11,1.276155e-12,
155310,3.126986e-11,2.997625e-11,1.293615e-12,
160320,3.234152e-11,3.103055e-11,1.310965e-12,
165330,3.338793e-11,3.205995e-11,1.327974e-12,
170340,3.442150e-11,3.307648e-11,1.345028e-12,
175350,3.545945e-11,3.409745e-11,1.362000e-12,
180360,3.648410e-11,3.510558e-11,1.378521e-12,
185370,3.744006e-11,3.604503e-11,1.395027e-12,
190380,3.842186e-11,3.701033e-11,1.411537e-12,
195390,3.939756e-11,3.796964e-11,1.427920e-12,
200400,4.036256e-11,3.891875e-11,1.443810e-12,
205410,4.128416e-11,3.982442e-11,1.459741e-12,
210420,4.218814e-11,4.071250e-11,1.475638e-12,
215430,4.310582e-11,4.161437e-11,1.491455e-12,
220440,4.401335e-11,4.250662e-11,1.506731e-12,
225450,4.488003e-11,4.335803e-11,1.521993e-12,
230460,4.573496e-11,4.419773e-11,1.537229e-12,
235470,4.659528e-11,4.504286e-11,1.552421e-12,
240480,4.744604e-11,4.587888e-11,1.567158e-12,
245490,4.825865e-11,4.667691e-11,1.581740e-12,
250500,4.906932e-11,4.747301e-11,1.596315e-12,
255510,4.987024e-11,4.825939e-11,1.610844e-12,
260520,5.066991e-11,4.904473e-11,1.625182e-12,
265530,5.143162e-11,4.979243e-11,1.639183e-12,
270540,5.220248e-11,5.054945e-11,1.653035e-12,
275550,5.296808e-11,5.130130e-11,1.666784e-12,
280560,5.369973e-11,5.201931e-11,1.680421e-12,
285570,5.441675e-11,5.272281e-11,1.693944e-12,
290580,5.512735e-11,5.342014e-11,1.707206e-12,
295590,5.583301e-11,5.411286e-11,1.720149e-12,
300600,5.653794e-11,5.480508e-11,1.732858e-12,
305610,5.721279e-11,5.546738e-11,1.745406e-12,
310620,5.787846e-11,5.612065e-11,1.757809e-12,
315630,5.856316e-11,5.679306e-11,1.770097e-12,
320640,5.920351e-11,5.742124e-11,1.782263e-12,
Total,het,aob,
5010,1.659913e-12,9.079670e-13,7.519456e-13,
10020,1.875234e-12,1.102522e-12,7.727120e-13,
15030,2.129233e-12,1.337598e-12,7.916351e-13,
20040,2.431600e-12,1.621365e-12,8.102351e-13,
25050,2.792230e-12,1.963367e-12,8.288633e-13,
30060,3.222204e-12,2.374605e-12,8.475990e-13,
35070,3.734035e-12,2.867578e-12,8.664568e-13,
40080,4.341635e-12,3.456214e-12,8.854215e-13,
45090,5.058221e-12,4.153964e-12,9.042573e-13,
50100,5.898465e-12,4.975177e-12,9.232873e-13,
55110,6.869605e-12,5.927436e-12,9.421693e-13,
60120,7.971037e-12,7.010048e-12,9.609895e-13,
65130,9.189841e-12,8.209935e-12,9.799064e-13,
70140,1.048665e-11,9.487902e-12,9.987432e-13,
75150,1.182113e-11,1.080353e-11,1.017601e-12,
80160,1.315908e-11,1.212268e-11,1.036396e-12,
85170,1.448715e-11,1.343198e-11,1.055163e-12,
90180,1.579904e-11,1.472521e-11,1.073829e-12,
95190,1.710809e-11,1.601559e-11,1.092500e-12,
100200,1.840926e-11,1.729814e-11,1.111116e-12,
105210,1.967375e-11,1.854417e-11,1.129576e-12,
110220,2.091683e-11,1.976886e-11,1.147977e-12,
115230,2.215161e-11,2.098529e-11,1.166322e-12,
120240,2.337265e-11,2.218804e-11,1.184604e-12,
125250,2.458359e-11,2.338078e-11,1.202808e-12,
130260,2.578175e-11,2.456081e-11,1.220938e-12,
135270,2.693933e-11,2.570046e-11,1.238871e-12,
140280,2.809040e-11,2.683360e-11,1.256795e-12,
145290,2.925496e-11,2.798027e-11,1.274696e-12,
150300,3.035979e-11,2.906753e-11,1.292259e-12,
155310,3.144569e-11,3.013590e-11,1.309791e-12,
160320,3.252814e-11,3.120095e-11,1.327190e-12,
165330,3.359512e-11,3.225070e-11,1.344417e-12,
170340,3.465466e-11,3.329301e-11,1.361640e-12,
175350,3.566970e-11,3.429125e-11,1.378450e-12,
180360,3.668196e-11,3.528670e-11,1.395256e-12,
185370,3.770794e-11,3.629578e-11,1.412154e-12,
190380,3.864763e-11,3.721947e-11,1.428159e-12,
195390,3.962141e-11,3.817714e-11,1.444275e-12,
200400,4.057301e-11,3.911245e-11,1.460552e-12,
205410,4.154095e-11,4.006407e-11,1.476882e-12,
210420,4.245743e-11,4.096475e-11,1.492685e-12,
215430,4.335363e-11,4.184528e-11,1.508349e-12,
220440,4.428313e-11,4.275902e-11,1.524110e-12,
225450,4.515407e-11,4.361431e-11,1.539754e-12,
230460,4.601158e-11,4.445661e-11,1.554975e-12,
235470,4.685651e-11,4.528652e-11,1.569991e-12,
240480,4.768170e-11,4.609670e-11,1.585001e-12,
245490,4.851060e-11,4.691065e-11,1.599951e-12,
250500,4.932903e-11,4.771436e-11,1.614668e-12,
255510,5.011047e-11,4.848133e-11,1.629136e-12,
260520,5.088164e-11,4.923811e-11,1.643527e-12,
265530,5.168247e-11,5.002471e-11,1.657758e-12,
270540,5.243143e-11,5.075962e-11,1.671809e-12,
275550,5.316764e-11,5.148188e-11,1.685757e-12,
280560,5.393721e-11,5.223770e-11,1.699514e-12,
285570,5.465830e-11,5.294525e-11,1.713048e-12,
290580,5.536397e-11,5.363758e-11,1.726390e-12,
295590,5.607814e-11,5.433857e-11,1.739573e-12,
300600,5.678984e-11,5.503724e-11,1.752603e-12,
305610,5.746484e-11,5.569940e-11,1.765441e-12,
310620,5.813788e-11,5.635973e-11,1.778155e-12,
315630,5.883073e-11,5.704003e-11,1.790709e-12,
320640,5.947259e-11,5.766951e-11,1.803073e-12,
325650,6.010091e-11,5.828566e-11,1.815247e-12,
Total,het,aob,
5010,1.660028e-12,9.080517e-13,7.519766e-13,
10020,1.875553e-12,1.102782e-12,7.727719e-13,
15030,2.129824e-12,1.338107e-12,7.917162e-13,
20040,2.432556e-12,1.622220e-12,8.103361e-13,
25050,2.793662e-12,1.964681e-12,8.289815e-13,
30060,3.224276e-12,2.376534e-12,8.477419e-13,
35070,3.736929e-12,2.870315e-12,8.666144e-13,
40080,4.345529e-12,3.459937e-12,8.855918e-13,
45090,5.064209e-12,4.159656e-12,9.045531e-13,
50100,5.906414e-12,4.982856e-12,9.235574e-13,
55110,6.881618e-12,5.939076e-12,9.425426e-13,
60120,7.989640e-12,7.028141e-12,9.614992e-13,
65130,9.210151e-12,8.229843e-12,9.803082e-13,
70140,1.051419e-11,9.514938e-12,9.992481e-13,
75150,1.185023e-11,1.083210e-11,1.018121e-12,
80160,1.319310e-11,1.215610e-11,1.037002e-12,
85170,1.451891e-11,1.346314e-11,1.055767e-12,
90180,1.583778e-11,1.476323e-11,1.074550e-12,
95190,1.713821e-11,1.604491e-11,1.093299e-12,
100200,1.845545e-11,1.734330e-11,1.112145e-12,
105210,1.972051e-11,1.858980e-11,1.130705e-12,
110220,2.096940e-11,1.982005e-11,1.149346e-12,
115230,2.219899e-11,2.103116e-11,1.167824e-12,
120240,2.341271e-11,2.222650e-11,1.186204e-12,
125250,2.460745e-11,2.340284e-11,1.204610e-12,
130260,2.578990e-11,2.456706e-11,1.222839e-12,
135270,2.696686e-11,2.572575e-11,1.241113e-12,
140280,2.810040e-11,2.684124e-11,1.259168e-12,
145290,2.922913e-11,2.795201e-11,1.277116e-12,
150300,3.037502e-11,2.907986e-11,1.295166e-12,
155310,3.145070e-11,3.013778e-11,1.312927e-12,
160320,3.253289e-11,3.120221e-11,1.330686e-12,
165330,3.363146e-11,3.228299e-11,1.348474e-12,
170340,3.466291e-11,3.329718e-11,1.365737e-12,
175350,3.570099e-11,3.431808e-11,1.382910e-12,
180360,3.675689e-11,3.535667e-11,1.400221e-12,
185370,3.774398e-11,3.632654e-11,1.417434e-12,
190380,3.872062e-11,3.728627e-11,1.434355e-12,
195390,3.969856e-11,3.824790e-11,1.450657e-12,
200400,4.069125e-11,3.922421e-11,1.467041e-12,
205410,4.162151e-11,4.013798e-11,1.483526e-12,
210420,4.255341e-11,4.105339e-11,1.500025e-12,
215430,4.350832e-11,4.199180e-11,1.516524e-12,
220440,4.439310e-11,4.286034e-11,1.532761e-12,
225450,4.526751e-11,4.371862e-11,1.548883e-12,
230460,4.613102e-11,4.456632e-11,1.564695e-12,
235470,4.698304e-11,4.540283e-11,1.580208e-12,
240480,4.785659e-11,4.626100e-11,1.595594e-12,
245490,4.865933e-11,4.704842e-11,1.610908e-12,
250500,4.947769e-11,4.785154e-11,1.626149e-12,
255510,5.026749e-11,4.862621e-11,1.641282e-12,
260520,5.108541e-11,4.942904e-11,1.656374e-12,
265530,5.184912e-11,5.017771e-11,1.671404e-12,
270540,5.261160e-11,5.092527e-11,1.686334e-12,
275550,5.339726e-11,5.169616e-11,1.701097e-12,
280560,5.412072e-11,5.240519e-11,1.715528e-12,
285570,5.487540e-11,5.314587e-11,1.729532e-12,
290580,5.557303e-11,5.382991e-11,1.743115e-12,
295590,5.631178e-11,5.455529e-11,1.756491e-12,
300600,5.696436e-11,5.519464e-11,1.769721e-12,
305610,5.765589e-11,5.587308e-11,1.782814e-12,
310620,5.830725e-11,5.651146e-11,1.795795e-12,
315630,5.901201e-11,5.720333e-11,1.808678e-12,
320640,5.964528e-11,5.782382e-11,1.821456e-12,
325650,6.027178e-11,5.843766e-11,1.834120e-12,
