,x,y,z,scalar,1,1,1,0.5
0,	0.000002,	0.000002,	0.000002,	2.153281e-07
1,	0.000005,	0.000002,	0.000002,	1.269136e-07
2,	0.000008,	0.000002,	0.000002,	2.172263e-07
3,	0.000012,	0.000002,	0.000002,	2.239025e-07
4,	0.000015,	0.000002,	0.000002,	1.591402e-07
5,	0.000018,	0.000002,	0.000002,	2.253212e-07
6,	0.000022,	0.000002,	0.000002,	2.176131e-07
7,	0.000025,	0.000002,	0.000002,	1.291323e-07
8,	0.000028,	0.000002,	0.000002,	1.892756e-07
9,	0.000032,	0.000002,	0.000002,	1.875758e-07
10,	0.000035,	0.000002,	0.000002,	1.298372e-07
11,	0.000038,	0.000002,	0.000002,	2.117302e-07
12,	0.000042,	0.000002,	0.000002,	2.003305e-07
13,	0.000045,	0.000002,	0.000002,	1.311403e-07
14,	0.000048,	0.000002,	0.000002,	2.071367e-07
15,	0.000052,	0.000002,	0.000002,	2.150305e-07
16,	0.000055,	0.000002,	0.000002,	1.386662e-07
17,	0.000058,	0.000002,	0.000002,	2.159450e-07
18,	0.000062,	0.000002,	0.000002,	2.055235e-07
19,	0.000065,	0.000002,	0.000002,	1.307088e-07
20,	0.000068,	0.000002,	0.000002,	2.022166e-07
21,	0.000072,	0.000002,	0.000002,	2.127284e-07
22,	0.000075,	0.000002,	0.000002,	1.267487e-07
23,	0.000078,	0.000002,	0.000002,	1.972966e-07
24,	0.000082,	0.000002,	0.000002,	1.996287e-07
25,	0.000085,	0.000002,	0.000002,	1.467772e-07
26,	0.000088,	0.000002,	0.000002,	1.978821e-07
27,	0.000092,	0.000002,	0.000002,	2.020040e-07
28,	0.000095,	0.000002,	0.000002,	1.317210e-07
29,	0.000098,	0.000002,	0.000002,	2.107744e-07
30,	0.000002,	0.000005,	0.000002,	1.187843e-07
31,	0.000005,	0.000005,	0.000002,	5.526356e-08
32,	0.000008,	0.000005,	0.000002,	1.276937e-07
33,	0.000012,	0.000005,	0.000002,	1.226714e-07
34,	0.000015,	0.000005,	0.000002,	5.411089e-08
35,	0.000018,	0.000005,	0.000002,	1.366478e-07
