aob	eps	comm	
4.309440e-17	1.425491e-16	1.835061e-16	
4.314384e-17	1.425349e-16	1.836440e-16	
4.319334e-17	1.425206e-16	1.837819e-16	
4.324289e-17	1.425063e-16	1.839200e-16	
4.329250e-17	1.424921e-16	1.840581e-16	
4.334216e-17	1.424778e-16	1.841963e-16	
4.339188e-17	1.424635e-16	1.843347e-16	
4.344166e-17	1.424493e-16	1.844731e-16	
4.349150e-17	1.424350e-16	1.846117e-16	
4.354139e-17	1.424208e-16	1.847504e-16	
4.359134e-17	1.424065e-16	1.848891e-16	
4.364134e-17	1.453496e-16	1.850280e-16	
4.369141e-17	1.453350e-16	1.851670e-16	
4.374152e-17	1.453205e-16	1.853060e-16	
4.379170e-17	1.453059e-16	1.854452e-16	
4.384194e-17	1.452914e-16	1.855845e-16	
4.389223e-17	1.452768e-16	1.857239e-16	
4.394258e-17	1.452623e-16	1.858634e-16	
4.399298e-17	1.452478e-16	1.860030e-16	
4.404344e-17	1.452332e-16	1.861427e-16	
4.409397e-17	1.452187e-16	1.862825e-16	
4.414454e-17	1.452042e-16	1.864224e-16	
4.419518e-17	1.451896e-16	1.865624e-16	
4.424587e-17	1.451751e-16	1.867025e-16	
4.429663e-17	1.451606e-16	1.868427e-16	
4.434743e-17	1.451460e-16	1.869830e-16	
4.439830e-17	1.451315e-16	1.871235e-16	
4.444923e-17	1.451170e-16	1.872640e-16	
4.450021e-17	1.451025e-16	1.874047e-16	
4.455125e-17	1.450879e-16	1.875454e-16	
4.460235e-17	1.450734e-16	1.876862e-16	
4.465351e-17	1.450589e-16	1.878272e-16	
4.470472e-17	1.450444e-16	1.879683e-16	
4.475600e-17	1.450299e-16	1.881094e-16	
4.480733e-17	1.450154e-16	1.882507e-16	
4.485872e-17	1.450008e-16	1.883921e-16	
4.491017e-17	1.449863e-16	1.885336e-16	
4.496168e-17	1.449718e-16	1.886751e-16	
4.501325e-17	1.449573e-16	1.888168e-16	
4.506487e-17	1.449428e-16	1.889586e-16	
4.511656e-17	1.449283e-16	1.891005e-16	
4.516830e-17	1.449138e-16	1.892426e-16	
4.522010e-17	1.448993e-16	1.893847e-16	
4.527197e-17	1.448848e-16	1.895269e-16	
4.532389e-17	1.448703e-16	1.896692e-16	
4.537587e-17	1.448558e-16	1.898117e-16	
4.542790e-17	1.448413e-16	1.899542e-16	
4.548000e-17	1.448268e-16	1.900969e-16	
4.553216e-17	1.448123e-16	1.902396e-16	
4.558438e-17	1.447978e-16	1.903825e-16	
4.563665e-17	1.447833e-16	1.905255e-16	
4.568899e-17	1.447688e-16	1.906685e-16	
4.574139e-17	1.447543e-16	1.908117e-16	
4.579384e-17	1.447399e-16	1.909550e-16	
4.584636e-17	1.447254e-16	1.910984e-16	
4.589893e-17	1.447109e-16	1.912419e-16	
4.595157e-17	1.446964e-16	1.913855e-16	
4.600426e-17	1.446819e-16	1.915292e-16	
4.605701e-17	1.446674e-16	1.916731e-16	
4.610983e-17	1.446530e-16	1.918170e-16	
4.616270e-17	1.446385e-16	1.919610e-16	
4.621564e-17	1.446240e-16	1.921052e-16	
4.626864e-17	1.446095e-16	1.922494e-16	
4.632169e-17	1.445951e-16	1.923938e-16	
4.637481e-17	1.445806e-16	1.925383e-16	
4.642798e-17	1.445661e-16	1.926828e-16	
4.648122e-17	1.445517e-16	1.928275e-16	
4.653452e-17	1.445372e-16	1.929723e-16	
4.658788e-17	1.445227e-16	1.931172e-16	
4.664130e-17	1.445083e-16	1.932622e-16	
4.669478e-17	1.444938e-16	1.934074e-16	
4.674832e-17	1.444793e-16	1.935526e-16	
4.680192e-17	1.444649e-16	1.936979e-16	
4.685559e-17	1.444504e-16	1.938434e-16	
4.690931e-17	1.444360e-16	1.939889e-16	
4.696310e-17	1.466520e-16	1.941346e-16	
4.701694e-17	1.466373e-16	1.942804e-16	
4.707085e-17	1.466226e-16	1.944262e-16	
4.712482e-17	1.466079e-16	1.945722e-16	
4.717885e-17	1.465933e-16	1.947183e-16	
4.723294e-17	1.465786e-16	1.948645e-16	
4.728710e-17	1.465639e-16	1.950109e-16	
4.734131e-17	1.465493e-16	1.951573e-16	
4.739559e-17	1.465346e-16	1.953038e-16	
4.744993e-17	1.465199e-16	1.954505e-16	
4.750433e-17	1.465053e-16	1.955972e-16	
4.755880e-17	1.464906e-16	1.957441e-16	
4.761332e-17	1.464759e-16	1.958910e-16	
4.766791e-17	1.464613e-16	1.960381e-16	
4.772256e-17	1.464466e-16	1.961853e-16	
4.777727e-17	1.464320e-16	1.963326e-16	
4.783204e-17	1.464173e-16	1.964800e-16	
4.788688e-17	1.464027e-16	1.966276e-16	
4.794178e-17	1.463880e-16	1.967752e-16	
4.799674e-17	1.463734e-16	1.969229e-16	
4.805177e-17	1.463587e-16	1.970708e-16	
4.810685e-17	1.463441e-16	1.972188e-16	
4.816200e-17	1.463294e-16	1.973668e-16	
4.821721e-17	1.463148e-16	1.975150e-16	
4.827249e-17	1.463001e-16	1.976633e-16	
4.832783e-17	1.462855e-16	1.978117e-16	
4.838323e-17	1.462708e-16	1.979602e-16	
4.843869e-17	1.462562e-16	1.981089e-16	
4.849422e-17	1.462416e-16	1.982576e-16	
4.854981e-17	1.462269e-16	1.984064e-16	
4.860546e-17	1.462123e-16	1.985554e-16	
4.866118e-17	1.461977e-16	1.987045e-16	
4.871696e-17	1.490450e-16	1.988537e-16	
4.877281e-17	1.490301e-16	1.990030e-16	
4.882871e-17	1.490152e-16	1.991524e-16	
4.888469e-17	1.490003e-16	1.993019e-16	
aob	eps	comm	
4.491620e-17	1.368625e-16	1.369942e-16	
4.496771e-17	1.368488e-16	1.370973e-16	
4.501928e-17	1.368351e-16	1.372004e-16	
4.507091e-17	1.368214e-16	1.373037e-16	
4.512260e-17	1.368077e-16	1.374070e-16	
4.517435e-17	1.367940e-16	1.375103e-16	
4.522616e-17	1.367804e-16	1.376138e-16	
4.527803e-17	1.367667e-16	1.377173e-16	
4.532996e-17	1.367530e-16	1.378209e-16	
4.538194e-17	1.367393e-16	1.379246e-16	
4.543399e-17	1.367256e-16	1.380283e-16	
4.548610e-17	1.367119e-16	1.381322e-16	
4.553826e-17	1.366982e-16	1.382361e-16	
4.559048e-17	1.366846e-16	1.383401e-16	
4.564277e-17	1.366709e-16	1.384442e-16	
4.569511e-17	1.366572e-16	1.385483e-16	
4.574751e-17	1.366435e-16	1.386525e-16	
4.579998e-17	1.366299e-16	1.387568e-16	
4.585250e-17	1.366162e-16	1.388612e-16	
4.590508e-17	1.366025e-16	1.389657e-16	
4.595772e-17	1.365888e-16	1.390702e-16	
4.601042e-17	1.365752e-16	1.391748e-16	
4.606318e-17	1.365615e-16	1.392795e-16	
4.611601e-17	1.365478e-16	1.393843e-16	
4.616889e-17	1.365342e-16	1.394892e-16	
4.622183e-17	1.365205e-16	1.395941e-16	
4.627483e-17	1.365068e-16	1.396991e-16	
4.632790e-17	1.364932e-16	1.398042e-16	
4.638102e-17	1.364795e-16	1.399094e-16	
4.643420e-17	1.364659e-16	1.400146e-16	
4.648745e-17	1.364522e-16	1.401199e-16	
4.654075e-17	1.364385e-16	1.402253e-16	
4.659412e-17	1.364249e-16	1.403308e-16	
4.664755e-17	1.364112e-16	1.404364e-16	
4.670103e-17	1.363976e-16	1.405420e-16	
4.675458e-17	1.363839e-16	1.406477e-16	
4.680819e-17	1.363703e-16	1.407535e-16	
4.686186e-17	1.363566e-16	1.408594e-16	
4.691559e-17	1.363430e-16	1.409654e-16	
4.696939e-17	1.363293e-16	1.410714e-16	
4.702324e-17	1.363157e-16	1.411775e-16	
4.707716e-17	1.363021e-16	1.412837e-16	
4.713113e-17	1.362884e-16	1.413900e-16	
4.718517e-17	1.362748e-16	1.414963e-16	
4.723927e-17	1.362611e-16	1.416028e-16	
4.729343e-17	1.362475e-16	1.417093e-16	
4.734766e-17	1.362339e-16	1.418159e-16	
4.740194e-17	1.362202e-16	1.419225e-16	
4.745629e-17	1.362066e-16	1.420293e-16	
4.751070e-17	1.361930e-16	1.421361e-16	
4.756517e-17	1.361793e-16	1.422430e-16	
4.761970e-17	1.361657e-16	1.423500e-16	
4.767429e-17	1.361521e-16	1.424571e-16	
4.772895e-17	1.361385e-16	1.425643e-16	
4.778367e-17	1.361248e-16	1.426715e-16	
4.783845e-17	1.361112e-16	1.427788e-16	
4.789330e-17	1.360976e-16	1.428862e-16	
4.794820e-17	1.360840e-16	1.429937e-16	
4.800317e-17	1.360703e-16	1.431012e-16	
4.805820e-17	1.360567e-16	1.432088e-16	
4.811330e-17	1.360431e-16	1.433166e-16	
4.816845e-17	1.360295e-16	1.434244e-16	
4.822367e-17	1.360159e-16	1.435322e-16	
4.827895e-17	1.360023e-16	1.436402e-16	
4.833430e-17	1.359887e-16	1.437482e-16	
4.838971e-17	1.359750e-16	1.438563e-16	
4.844518e-17	1.359614e-16	1.439645e-16	
4.850072e-17	1.359478e-16	1.440728e-16	
4.855631e-17	1.359342e-16	1.441812e-16	
4.861197e-17	1.359206e-16	1.442896e-16	
4.866770e-17	1.359070e-16	1.443981e-16	
4.872349e-17	1.358934e-16	1.445067e-16	
4.877934e-17	1.358798e-16	1.446154e-16	
4.883525e-17	1.358662e-16	1.447242e-16	
4.889123e-17	1.358526e-16	1.448330e-16	
4.894728e-17	1.358390e-16	1.449420e-16	
4.900338e-17	1.358254e-16	1.450510e-16	
4.905955e-17	1.358118e-16	1.451601e-16	
4.911579e-17	1.357982e-16	1.452692e-16	
4.917209e-17	1.357847e-16	1.453785e-16	
4.922845e-17	1.357711e-16	1.454878e-16	
4.928487e-17	1.357575e-16	1.455972e-16	
4.934137e-17	1.357439e-16	1.457067e-16	
4.939792e-17	1.357303e-16	1.458163e-16	
4.945454e-17	1.357167e-16	1.459260e-16	
4.951122e-17	1.357031e-16	1.460357e-16	
4.956797e-17	1.356896e-16	1.461456e-16	
4.962479e-17	1.356760e-16	1.462555e-16	
4.968166e-17	1.356624e-16	1.463655e-16	
4.973861e-17	1.356488e-16	1.464755e-16	
4.979561e-17	1.356352e-16	1.465857e-16	
4.985269e-17	1.356217e-16	1.466959e-16	
4.990982e-17	1.356081e-16	1.468063e-16	
4.996703e-17	1.355945e-16	1.469167e-16	
5.002429e-17	1.355810e-16	1.470271e-16	
5.008163e-17	1.355674e-16	1.471377e-16	
5.013902e-17	1.379342e-16	1.472484e-16	
5.019649e-17	1.379204e-16	1.473591e-16	
5.025402e-17	1.379066e-16	1.474699e-16	
5.031161e-17	1.378928e-16	1.475808e-16	
5.036927e-17	1.378790e-16	1.476918e-16	
5.042700e-17	1.378652e-16	1.478029e-16	
5.048479e-17	1.378514e-16	1.479140e-16	
5.054264e-17	1.378376e-16	1.480252e-16	
5.060057e-17	1.378238e-16	1.481366e-16	
5.065856e-17	1.378100e-16	1.482480e-16	
5.071661e-17	1.377962e-16	1.483594e-16	
5.077473e-17	1.377824e-16	1.484710e-16	
5.083292e-17	1.377686e-16	1.485827e-16	
5.089117e-17	1.377548e-16	1.486944e-16	
5.094949e-17	1.377410e-16	1.488062e-16	
5.100788e-17	1.377273e-16	1.489181e-16	
5.106633e-17	1.377135e-16	1.490301e-16	
5.112485e-17	1.376997e-16	1.491422e-16	
5.118344e-17	1.376859e-16	1.492543e-16	
5.124209e-17	1.376721e-16	1.493665e-16	
5.130081e-17	1.376584e-16	1.494789e-16	
5.135959e-17	1.376446e-16	1.495913e-16	
5.141845e-17	1.376308e-16	1.497038e-16	
5.147737e-17	1.376170e-16	1.498163e-16	
5.153635e-17	1.376033e-16	1.499290e-16	
5.159541e-17	1.375895e-16	1.500417e-16	
5.165453e-17	1.375757e-16	1.501545e-16	
5.171372e-17	1.375619e-16	1.502675e-16	
5.177297e-17	1.375482e-16	1.503804e-16	
5.183229e-17	1.375344e-16	1.504935e-16	
5.189169e-17	1.375206e-16	1.506067e-16	
5.195114e-17	1.375069e-16	1.507199e-16	
5.201067e-17	1.374931e-16	1.508333e-16	
5.207026e-17	1.374794e-16	1.509467e-16	
5.212993e-17	1.374656e-16	1.510602e-16	
5.218966e-17	1.374518e-16	1.511738e-16	
5.224945e-17	1.374381e-16	1.512874e-16	
5.230932e-17	1.374243e-16	1.514012e-16	
5.236925e-17	1.374106e-16	1.515150e-16	
5.242925e-17	1.373968e-16	1.516289e-16	
5.248932e-17	1.373831e-16	1.517430e-16	
5.254946e-17	1.373693e-16	1.518571e-16	
5.260967e-17	1.373556e-16	1.519712e-16	
5.266995e-17	1.373418e-16	1.520855e-16	
5.273029e-17	1.373281e-16	1.521999e-16	
5.279070e-17	1.373143e-16	1.523143e-16	
5.285118e-17	1.373006e-16	1.524288e-16	
5.291174e-17	1.372869e-16	1.525434e-16	
5.297235e-17	1.401591e-16	1.526581e-16	
5.303304e-17	1.401450e-16	1.527729e-16	
5.309380e-17	1.401310e-16	1.528878e-16	
5.315463e-17	1.401170e-16	1.530027e-16	
5.321552e-17	1.401030e-16	1.531178e-16	
5.327649e-17	1.400889e-16	1.532329e-16	
5.333752e-17	1.400749e-16	1.533481e-16	
5.339863e-17	1.400609e-16	1.534634e-16	
5.345980e-17	1.400469e-16	1.535788e-16	
5.352104e-17	1.400329e-16	1.536942e-16	
5.358236e-17	1.400189e-16	1.538098e-16	
5.364374e-17	1.400048e-16	1.539254e-16	
5.370519e-17	1.399908e-16	1.540412e-16	
5.376671e-17	1.399768e-16	1.541570e-16	
5.382831e-17	1.399628e-16	1.542729e-16	
5.388997e-17	1.399488e-16	1.543889e-16	
5.395170e-17	1.399348e-16	1.545049e-16	
5.401350e-17	1.399208e-16	1.546211e-16	
5.407538e-17	1.399068e-16	1.547373e-16	
5.413732e-17	1.398928e-16	1.548537e-16	
5.419933e-17	1.398788e-16	1.549701e-16	
5.426142e-17	1.398648e-16	1.550866e-16	
5.432357e-17	1.398508e-16	1.552032e-16	
5.438580e-17	1.398368e-16	1.553199e-16	
5.444810e-17	1.398228e-16	1.554367e-16	
5.451046e-17	1.398088e-16	1.555535e-16	
5.457290e-17	1.397948e-16	1.556705e-16	
5.463541e-17	1.397808e-16	1.557875e-16	
5.469799e-17	1.397668e-16	1.559046e-16	
5.476065e-17	1.397529e-16	1.560218e-16	
5.482337e-17	1.397389e-16	1.561391e-16	
5.488616e-17	1.397249e-16	1.562565e-16	
5.494903e-17	1.397109e-16	1.563740e-16	
5.501197e-17	1.396969e-16	1.564915e-16	
5.507498e-17	1.396829e-16	1.566092e-16	
5.513806e-17	1.396690e-16	1.567269e-16	
5.520121e-17	1.396550e-16	1.568447e-16	
5.526443e-17	1.396410e-16	1.569626e-16	
5.532773e-17	1.396270e-16	1.570806e-16	
5.539110e-17	1.396130e-16	1.571987e-16	
5.545454e-17	1.395991e-16	1.573169e-16	
5.551805e-17	1.395851e-16	1.574352e-16	
5.558164e-17	1.395711e-16	1.575535e-16	
5.564530e-17	1.395572e-16	1.576720e-16	
5.570903e-17	1.395432e-16	1.577905e-16	
5.577283e-17	1.395292e-16	1.579091e-16	
5.583670e-17	1.395153e-16	1.580278e-16	
5.590065e-17	1.395013e-16	1.581466e-16	
5.596467e-17	1.420315e-16	1.582655e-16	
5.602876e-17	1.420173e-16	1.583845e-16	
5.609293e-17	1.420031e-16	1.585035e-16	
5.615717e-17	1.419889e-16	1.586227e-16	
5.622148e-17	1.419747e-16	1.587419e-16	
5.628587e-17	1.419605e-16	1.588612e-16	
5.635032e-17	1.419463e-16	1.589807e-16	
5.641486e-17	1.419321e-16	1.591002e-16	
5.647946e-17	1.419179e-16	1.592198e-16	
5.654414e-17	1.419037e-16	1.593394e-16	
5.660889e-17	1.418895e-16	1.594592e-16	
5.667372e-17	1.418753e-16	1.595791e-16	
5.673862e-17	1.418611e-16	1.596990e-16	
5.680359e-17	1.418469e-16	1.598191e-16	
5.686864e-17	1.418327e-16	1.599392e-16	
5.693376e-17	1.418185e-16	1.600594e-16	
5.699896e-17	1.418043e-16	1.601797e-16	
5.706423e-17	1.417901e-16	1.603002e-16	
5.712957e-17	1.417759e-16	1.604206e-16	
5.719499e-17	1.417617e-16	1.605412e-16	
5.726048e-17	1.417475e-16	1.606619e-16	
5.732605e-17	1.417333e-16	1.607827e-16	
5.739169e-17	1.417192e-16	1.609035e-16	
5.745741e-17	1.417050e-16	1.610245e-16	
5.752320e-17	1.416908e-16	1.611455e-16	
5.758906e-17	1.416766e-16	1.612666e-16	
5.765500e-17	1.416624e-16	1.613878e-16	
5.772102e-17	1.416482e-16	1.615091e-16	
5.778711e-17	1.416341e-16	1.616305e-16	
5.785328e-17	1.416199e-16	1.617520e-16	
5.791952e-17	1.416057e-16	1.618736e-16	
5.798583e-17	1.415916e-16	1.619953e-16	
5.805223e-17	1.415774e-16	1.621170e-16	
5.811869e-17	1.415632e-16	1.622389e-16	
5.818524e-17	1.415490e-16	1.623608e-16	
5.825186e-17	1.415349e-16	1.624829e-16	
5.831855e-17	1.415207e-16	1.626050e-16	
5.838532e-17	1.415066e-16	1.627272e-16	
5.845217e-17	1.414924e-16	1.628495e-16	
5.851909e-17	1.414782e-16	1.629719e-16	
5.858609e-17	1.414641e-16	1.630944e-16	
5.865316e-17	1.414499e-16	1.632170e-16	
5.872031e-17	1.414358e-16	1.633397e-16	
5.878754e-17	1.414216e-16	1.634624e-16	
5.885485e-17	1.414074e-16	1.635853e-16	
5.892223e-17	1.413933e-16	1.637082e-16	
5.898968e-17	1.413791e-16	1.638313e-16	
5.905722e-17	1.413650e-16	1.639544e-16	
5.912483e-17	1.441974e-16	1.640776e-16	
5.919252e-17	1.441830e-16	1.642009e-16	
5.926028e-17	1.441686e-16	1.643244e-16	
5.932812e-17	1.441541e-16	1.644479e-16	
5.939604e-17	1.441397e-16	1.645715e-16	
5.946404e-17	1.441253e-16	1.646951e-16	
5.953211e-17	1.441108e-16	1.648189e-16	
5.960026e-17	1.440964e-16	1.649428e-16	
5.966849e-17	1.440820e-16	1.650668e-16	
5.973679e-17	1.440676e-16	1.651908e-16	
5.980518e-17	1.440532e-16	1.653150e-16	
5.987364e-17	1.440387e-16	1.654392e-16	
5.994218e-17	1.440243e-16	1.655635e-16	
6.001079e-17	1.440099e-16	1.656880e-16	
6.007949e-17	1.439955e-16	1.658125e-16	
6.014826e-17	1.439811e-16	1.659371e-16	
6.021711e-17	1.439667e-16	1.660618e-16	
6.028604e-17	1.439523e-16	1.661866e-16	
6.035505e-17	1.439379e-16	1.663115e-16	
6.042414e-17	1.439235e-16	1.664365e-16	
6.049330e-17	1.439091e-16	1.665616e-16	
6.056255e-17	1.438947e-16	1.666867e-16	
6.063187e-17	1.438803e-16	1.668120e-16	
6.070127e-17	1.438659e-16	1.669374e-16	
6.077075e-17	1.438515e-16	1.670628e-16	
6.084031e-17	1.438371e-16	1.671884e-16	
6.090995e-17	1.438227e-16	1.673140e-16	
6.097966e-17	1.438083e-16	1.674397e-16	
6.104946e-17	1.437939e-16	1.675656e-16	
6.111934e-17	1.437795e-16	1.676915e-16	
6.118929e-17	1.437651e-16	1.678175e-16	
6.125933e-17	1.437507e-16	1.679436e-16	
6.132944e-17	1.437363e-16	1.680698e-16	
6.139964e-17	1.437219e-16	1.681961e-16	
6.146991e-17	1.437076e-16	1.683225e-16	
6.154026e-17	1.436932e-16	1.684490e-16	
6.161070e-17	1.436788e-16	1.685756e-16	
6.168121e-17	1.436644e-16	1.687023e-16	
6.175181e-17	1.436500e-16	1.688291e-16	
6.182248e-17	1.436357e-16	1.689559e-16	
6.189323e-17	1.436213e-16	1.690829e-16	
6.196407e-17	1.436069e-16	1.692099e-16	
6.203499e-17	1.435925e-16	1.693371e-16	
6.210598e-17	1.435782e-16	1.694643e-16	
6.217706e-17	1.435638e-16	1.695917e-16	
6.224822e-17	1.435494e-16	1.697191e-16	
6.231946e-17	1.435351e-16	1.698467e-16	
6.239078e-17	1.435207e-16	1.699743e-16	
6.246218e-17	1.475584e-16	1.701020e-16	
6.253366e-17	1.475437e-16	1.702298e-16	
6.260522e-17	1.475289e-16	1.703577e-16	
6.267687e-17	1.475141e-16	1.704857e-16	
6.274859e-17	1.474994e-16	1.706139e-16	
6.282040e-17	1.474846e-16	1.707421e-16	
6.289229e-17	1.474699e-16	1.708704e-16	
6.296426e-17	1.474551e-16	1.709987e-16	
6.303631e-17	1.474403e-16	1.711272e-16	
6.310845e-17	1.474256e-16	1.712558e-16	
6.318066e-17	1.474108e-16	1.713845e-16	
6.325296e-17	1.473961e-16	1.715133e-16	
6.332534e-17	1.473813e-16	1.716422e-16	
6.339781e-17	1.473666e-16	1.717711e-16	
6.347035e-17	1.473518e-16	1.719002e-16	
6.354298e-17	1.473371e-16	1.720294e-16	
6.361569e-17	1.473223e-16	1.721586e-16	
6.368848e-17	1.473076e-16	1.722880e-16	
6.376136e-17	1.472928e-16	1.724174e-16	
6.383432e-17	1.472781e-16	1.725470e-16	
6.390736e-17	1.472634e-16	1.726766e-16	
6.398049e-17	1.472486e-16	1.728064e-16	
6.405369e-17	1.472339e-16	1.729362e-16	
6.412698e-17	1.472192e-16	1.730661e-16	
6.420036e-17	1.472044e-16	1.731962e-16	
6.427382e-17	1.471897e-16	1.733263e-16	
6.434736e-17	1.471750e-16	1.734565e-16	
6.442098e-17	1.471602e-16	1.735869e-16	
6.449469e-17	1.471455e-16	1.737173e-16	
6.456848e-17	1.471308e-16	1.738478e-16	
6.464236e-17	1.471160e-16	1.739784e-16	
6.471632e-17	1.471013e-16	1.741091e-16	
6.479036e-17	1.470866e-16	1.742399e-16	
6.486449e-17	1.470719e-16	1.743709e-16	
6.493870e-17	1.470572e-16	1.745019e-16	
6.501300e-17	1.470424e-16	1.746330e-16	
6.508738e-17	1.470277e-16	1.747642e-16	
6.516185e-17	1.470130e-16	1.748955e-16	
6.523640e-17	1.469983e-16	1.750269e-16	
6.531103e-17	1.469836e-16	1.751584e-16	
6.538575e-17	1.469689e-16	1.752900e-16	
6.546056e-17	1.469542e-16	1.754217e-16	
6.553545e-17	1.469395e-16	1.755535e-16	
6.561042e-17	1.469248e-16	1.756854e-16	
6.568548e-17	1.469101e-16	1.758174e-16	
6.576063e-17	1.468954e-16	1.759494e-16	
6.583586e-17	1.468806e-16	1.760816e-16	
6.591118e-17	1.468660e-16	1.762139e-16	
6.598658e-17	1.468513e-16	1.763463e-16	
6.606207e-17	1.468366e-16	1.764788e-16	
6.613764e-17	1.468219e-16	1.766114e-16	
6.621330e-17	1.468072e-16	1.767441e-16	
6.628905e-17	1.467925e-16	1.768768e-16	
6.636488e-17	1.467778e-16	1.770097e-16	
6.644079e-17	1.467631e-16	1.771427e-16	
6.651680e-17	1.467484e-16	1.772758e-16	
6.659289e-17	1.467337e-16	1.774090e-16	
6.666906e-17	1.467190e-16	1.775422e-16	
6.674533e-17	1.467043e-16	1.776756e-16	
6.682168e-17	1.466897e-16	1.778091e-16	
6.689811e-17	1.466750e-16	1.779427e-16	
6.697464e-17	1.466603e-16	1.780764e-16	
6.705125e-17	1.466456e-16	1.782101e-16	
6.712795e-17	1.466310e-16	1.783440e-16	
6.720473e-17	1.499013e-16	1.784780e-16	
6.728160e-17	1.498863e-16	1.786121e-16	
6.735856e-17	1.498713e-16	1.787462e-16	
6.743561e-17	1.498563e-16	1.788805e-16	
6.751274e-17	1.498413e-16	1.790149e-16	
6.758996e-17	1.498263e-16	1.791494e-16	
6.766727e-17	1.498113e-16	1.792840e-16	
6.774467e-17	1.497963e-16	1.794186e-16	
6.782216e-17	1.497813e-16	1.795534e-16	
6.789973e-17	1.497663e-16	1.796883e-16	
6.797739e-17	1.497513e-16	1.798233e-16	
6.805514e-17	1.497363e-16	1.799584e-16	
6.813298e-17	1.497214e-16	1.800935e-16	
6.821091e-17	1.497064e-16	1.802288e-16	
6.828892e-17	1.496914e-16	1.803642e-16	
6.836702e-17	1.496764e-16	1.804997e-16	
6.844522e-17	1.496614e-16	1.806353e-16	
6.852350e-17	1.496465e-16	1.807710e-16	
6.860187e-17	1.496315e-16	1.809068e-16	
6.868033e-17	1.496165e-16	1.810427e-16	
6.875888e-17	1.496015e-16	1.811786e-16	
6.883751e-17	1.495866e-16	1.813147e-16	
6.891624e-17	1.495716e-16	1.814509e-16	
6.899506e-17	1.495566e-16	1.815872e-16	
6.907396e-17	1.495417e-16	1.817236e-16	
6.915296e-17	1.495267e-16	1.818601e-16	
6.923204e-17	1.495117e-16	1.819967e-16	
6.931122e-17	1.494968e-16	1.821335e-16	
6.939048e-17	1.494818e-16	1.822703e-16	
6.946984e-17	1.494668e-16	1.824072e-16	
6.954928e-17	1.494519e-16	1.825442e-16	
6.962882e-17	1.494369e-16	1.826813e-16	
6.970845e-17	1.494220e-16	1.828185e-16	
6.978816e-17	1.494070e-16	1.829558e-16	
6.986797e-17	1.493921e-16	1.830933e-16	
6.994787e-17	1.493771e-16	1.832308e-16	
7.002786e-17	1.493622e-16	1.833684e-16	
7.010793e-17	1.493472e-16	1.835061e-16	
7.018810e-17	1.493323e-16	1.836440e-16	
7.026837e-17	1.493173e-16	1.837819e-16	
7.034872e-17	1.493024e-16	1.839200e-16	
7.042916e-17	1.492874e-16	1.840581e-16	
7.050970e-17	1.492725e-16	1.841963e-16	
7.059032e-17	1.492576e-16	1.843347e-16	
7.067104e-17	1.492426e-16	1.844731e-16	
7.075185e-17	1.492277e-16	1.846117e-16	
7.083275e-17	1.492127e-16	1.847504e-16	
7.091375e-17	1.491978e-16	1.848891e-16	
7.099483e-17	1.539795e-16	1.850280e-16	
7.107601e-17	1.539641e-16	1.851670e-16	
7.115728e-17	1.539487e-16	1.853060e-16	
7.123864e-17	1.539333e-16	1.854452e-16	
7.132009e-17	1.539179e-16	1.855845e-16	
7.140164e-17	1.539025e-16	1.857239e-16	
7.148328e-17	1.538871e-16	1.858634e-16	
7.156501e-17	1.538717e-16	1.860030e-16	
7.164684e-17	1.538563e-16	1.861427e-16	
7.172876e-17	1.538409e-16	1.862825e-16	
7.181077e-17	1.538255e-16	1.864224e-16	
7.189287e-17	1.538101e-16	1.865624e-16	
7.197507e-17	1.537947e-16	1.867025e-16	
7.205736e-17	1.537793e-16	1.868427e-16	
7.213974e-17	1.537639e-16	1.869830e-16	
7.222222e-17	1.537485e-16	1.871235e-16	
7.230479e-17	1.537331e-16	1.872640e-16	
7.238746e-17	1.537177e-16	1.874046e-16	
7.247022e-17	1.537024e-16	1.875454e-16	
7.255307e-17	1.536870e-16	1.876862e-16	
7.263602e-17	1.536716e-16	1.878272e-16	
7.271906e-17	1.536562e-16	1.879683e-16	
7.280219e-17	1.536408e-16	1.881094e-16	
7.288542e-17	1.536255e-16	1.882507e-16	
7.296875e-17	1.536101e-16	1.883921e-16	
7.305217e-17	1.535947e-16	1.885336e-16	
7.313568e-17	1.535793e-16	1.886751e-16	
7.321929e-17	1.535640e-16	1.888168e-16	
7.330300e-17	1.535486e-16	1.889586e-16	
7.338679e-17	1.535332e-16	1.891005e-16	
7.347069e-17	1.535179e-16	1.892426e-16	
7.355468e-17	1.535025e-16	1.893847e-16	
7.363876e-17	1.534871e-16	1.895269e-16	
7.372294e-17	1.534718e-16	1.896692e-16	
7.380722e-17	1.534564e-16	1.898117e-16	
7.389159e-17	1.534411e-16	1.899542e-16	
7.397606e-17	1.534257e-16	1.900969e-16	
7.406062e-17	1.534104e-16	1.902396e-16	
7.414528e-17	1.533950e-16	1.903825e-16	
7.423003e-17	1.533797e-16	1.905255e-16	
7.431488e-17	1.533643e-16	1.906685e-16	
7.439983e-17	1.533490e-16	1.908117e-16	
7.448488e-17	1.533336e-16	1.909550e-16	
7.457002e-17	1.533183e-16	1.910984e-16	
7.465526e-17	1.533029e-16	1.912419e-16	
7.474059e-17	1.532876e-16	1.913855e-16	
7.482602e-17	1.532722e-16	1.915292e-16	
7.491155e-17	1.532569e-16	1.916731e-16	
