aob	eps	comm	
1.097316e-15	1.105973e-16	6.745075e-16	
1.098548e-15	1.105863e-16	6.750104e-16	
1.099781e-15	1.105752e-16	6.755138e-16	
1.101016e-15	1.105641e-16	6.760175e-16	
1.102252e-15	1.105531e-16	6.765216e-16	
1.103489e-15	1.105420e-16	6.770261e-16	
1.104728e-15	1.105309e-16	6.775309e-16	
1.105968e-15	1.105199e-16	6.780362e-16	
1.107209e-15	1.105088e-16	6.785418e-16	
1.108452e-15	1.104978e-16	6.790477e-16	
1.109696e-15	1.104867e-16	6.795541e-16	
1.110942e-15	1.104756e-16	6.800608e-16	
1.112189e-15	1.104646e-16	6.805679e-16	
1.113437e-15	1.104535e-16	6.810754e-16	
1.114687e-15	1.104425e-16	6.815832e-16	
1.115938e-15	1.104314e-16	6.820914e-16	
1.117190e-15	1.104204e-16	6.826000e-16	
1.118444e-15	1.104093e-16	6.831090e-16	
1.119700e-15	1.103983e-16	6.836184e-16	
1.120956e-15	1.103872e-16	6.841281e-16	
1.122215e-15	1.103762e-16	6.846382e-16	
1.123474e-15	1.103651e-16	6.851487e-16	
1.124735e-15	1.103541e-16	6.856596e-16	
1.125997e-15	1.103430e-16	6.861708e-16	
1.127261e-15	1.103320e-16	6.866825e-16	
1.128526e-15	1.103209e-16	6.871945e-16	
1.129793e-15	1.103099e-16	6.877068e-16	
1.131061e-15	1.102989e-16	6.882196e-16	
1.132330e-15	1.102878e-16	6.887328e-16	
1.133601e-15	1.102768e-16	6.892463e-16	
1.134873e-15	1.102658e-16	6.897602e-16	
1.136147e-15	1.102547e-16	6.902745e-16	
1.137422e-15	1.102437e-16	6.907891e-16	
1.138699e-15	1.102326e-16	6.913042e-16	
1.139976e-15	1.102216e-16	6.918196e-16	
1.141256e-15	1.102106e-16	6.923354e-16	
1.142537e-15	1.101996e-16	6.928516e-16	
1.143819e-15	1.101885e-16	6.933682e-16	
1.145102e-15	1.101775e-16	6.938852e-16	
1.146387e-15	1.101665e-16	6.944025e-16	
1.147674e-15	1.101554e-16	6.949203e-16	
1.148962e-15	1.101444e-16	6.954384e-16	
1.150251e-15	1.101334e-16	6.959569e-16	
1.151542e-15	1.101224e-16	6.964758e-16	
1.152834e-15	1.101114e-16	6.969950e-16	
1.154128e-15	1.101003e-16	6.975147e-16	
1.155423e-15	1.100893e-16	6.980347e-16	
1.156719e-15	1.100783e-16	6.985551e-16	
1.158017e-15	1.100673e-16	6.990760e-16	
1.159317e-15	1.100563e-16	6.995971e-16	
1.160618e-15	1.100453e-16	7.001187e-16	
1.161920e-15	1.100342e-16	7.006407e-16	
1.163224e-15	1.100232e-16	7.011631e-16	
1.164529e-15	1.100122e-16	7.016858e-16	
1.165836e-15	1.100012e-16	7.022089e-16	
1.167144e-15	1.099902e-16	7.027324e-16	
1.168454e-15	1.099792e-16	7.032564e-16	
1.169765e-15	1.099682e-16	7.037806e-16	
1.171077e-15	1.099572e-16	7.043053e-16	
1.172391e-15	1.099462e-16	7.048304e-16	
1.173707e-15	1.099352e-16	7.053559e-16	
1.175024e-15	1.099242e-16	7.058817e-16	
1.176342e-15	1.099132e-16	7.064080e-16	
1.177662e-15	1.099022e-16	7.069346e-16	
1.178983e-15	1.098912e-16	7.074616e-16	
1.180306e-15	1.098802e-16	7.079890e-16	
1.181630e-15	1.098692e-16	7.085168e-16	
1.182956e-15	1.098582e-16	7.090450e-16	
1.184283e-15	1.098472e-16	7.095736e-16	
1.185612e-15	1.098362e-16	7.101026e-16	
1.186942e-15	1.098252e-16	7.106320e-16	
1.188274e-15	1.098142e-16	7.111617e-16	
1.189607e-15	1.098032e-16	7.116919e-16	
1.190942e-15	1.097922e-16	7.122224e-16	
1.192278e-15	1.097812e-16	7.127534e-16	
1.193615e-15	1.097703e-16	7.132847e-16	
1.194955e-15	1.097593e-16	7.138164e-16	
1.196295e-15	1.097483e-16	7.143485e-16	
1.197637e-15	1.097373e-16	7.148811e-16	
1.198981e-15	1.097263e-16	7.154140e-16	
1.200326e-15	1.097153e-16	7.159473e-16	
1.201672e-15	1.097044e-16	7.164810e-16	
1.203021e-15	1.096934e-16	7.170151e-16	
1.204370e-15	1.096824e-16	7.175496e-16	
1.205721e-15	1.096714e-16	7.180845e-16	
1.207074e-15	1.096604e-16	7.186198e-16	
1.208428e-15	1.096495e-16	7.191554e-16	
1.209784e-15	1.096385e-16	7.196915e-16	
1.211141e-15	1.096275e-16	7.202280e-16	
1.212499e-15	1.096166e-16	7.207649e-16	
1.213859e-15	1.096056e-16	7.213021e-16	
1.215221e-15	1.095946e-16	7.218398e-16	
1.216584e-15	1.095836e-16	7.223779e-16	
1.217949e-15	1.095727e-16	7.229164e-16	
1.219315e-15	1.095617e-16	7.234552e-16	
1.220683e-15	1.095507e-16	7.239945e-16	
1.222052e-15	1.095398e-16	7.245342e-16	
1.223423e-15	1.095288e-16	7.250742e-16	
1.224795e-15	1.095179e-16	7.256147e-16	
1.226169e-15	1.095069e-16	7.261556e-16	
1.227545e-15	1.094959e-16	7.266968e-16	
1.228922e-15	1.094850e-16	7.272385e-16	
1.230300e-15	1.094740e-16	7.277806e-16	
1.231680e-15	1.094631e-16	7.283231e-16	
1.233061e-15	1.094521e-16	7.288659e-16	
1.234445e-15	1.094412e-16	7.294092e-16	
1.235829e-15	1.094302e-16	7.299529e-16	
1.237215e-15	1.094193e-16	7.304970e-16	
1.238603e-15	1.094083e-16	7.310415e-16	
1.239992e-15	1.093974e-16	7.315864e-16	
1.241383e-15	1.093864e-16	7.321316e-16	
1.242775e-15	1.093755e-16	7.326773e-16	
1.244169e-15	1.093645e-16	7.332234e-16	
1.245565e-15	1.093536e-16	7.337700e-16	
1.246962e-15	1.093426e-16	7.343169e-16	
1.248360e-15	1.093317e-16	7.348642e-16	
1.249760e-15	1.093207e-16	7.354119e-16	
1.251162e-15	1.093098e-16	7.359600e-16	
1.252565e-15	1.092989e-16	7.365086e-16	
1.253970e-15	1.092879e-16	7.370575e-16	
1.255376e-15	1.092770e-16	7.376069e-16	
1.256784e-15	1.092660e-16	7.381566e-16	
1.258194e-15	1.092551e-16	7.387068e-16	
1.259605e-15	1.092442e-16	7.392574e-16	
1.261017e-15	1.092332e-16	7.398084e-16	
1.262432e-15	1.092223e-16	7.403597e-16	
1.263847e-15	1.092114e-16	7.409115e-16	
1.265265e-15	1.092004e-16	7.414637e-16	
1.266684e-15	1.091895e-16	7.420164e-16	
1.268104e-15	1.091786e-16	7.425694e-16	
1.269526e-15	1.091677e-16	7.431228e-16	
1.270950e-15	1.091567e-16	7.436767e-16	
1.272375e-15	1.091458e-16	7.442309e-16	
1.273802e-15	1.091349e-16	7.447856e-16	
1.275230e-15	1.091240e-16	7.453407e-16	
1.276660e-15	1.091130e-16	7.458962e-16	
1.278092e-15	1.091021e-16	7.464521e-16	
1.279525e-15	1.090912e-16	7.470084e-16	
1.280960e-15	1.090803e-16	7.475651e-16	
1.282397e-15	1.090694e-16	7.481222e-16	
1.283835e-15	1.090585e-16	7.486798e-16	
1.285274e-15	1.090475e-16	7.492377e-16	
1.286715e-15	1.090366e-16	7.497961e-16	
1.288158e-15	1.090257e-16	7.503549e-16	
1.289603e-15	1.090148e-16	7.509141e-16	
1.291049e-15	1.090039e-16	7.514737e-16	
1.292496e-15	1.089930e-16	7.520338e-16	
1.293946e-15	1.089821e-16	7.525942e-16	
1.295396e-15	1.089712e-16	7.531551e-16	
1.296849e-15	1.089603e-16	7.537164e-16	
1.298303e-15	1.089494e-16	7.542781e-16	
1.299759e-15	1.089385e-16	7.548402e-16	
1.301216e-15	1.089276e-16	7.554027e-16	
1.302675e-15	1.089167e-16	7.559657e-16	
1.304136e-15	1.089058e-16	7.565290e-16	
1.305598e-15	1.088949e-16	7.570928e-16	
1.307062e-15	1.088840e-16	7.576570e-16	
1.308527e-15	1.088731e-16	7.582216e-16	
1.309994e-15	1.088622e-16	7.587866e-16	
1.311463e-15	1.088513e-16	7.593521e-16	
1.312933e-15	1.088404e-16	7.599180e-16	
1.314406e-15	1.088295e-16	7.604843e-16	
1.315879e-15	1.088186e-16	7.610510e-16	
1.317354e-15	1.088077e-16	7.616181e-16	
1.318831e-15	1.087968e-16	7.621857e-16	
1.320310e-15	1.087859e-16	7.627536e-16	
1.321790e-15	1.087750e-16	7.633220e-16	
1.323272e-15	1.087641e-16	7.638908e-16	
1.324756e-15	1.087533e-16	7.644601e-16	
1.326241e-15	1.087424e-16	7.650297e-16	
1.327728e-15	1.087315e-16	7.655998e-16	
1.329216e-15	1.087206e-16	7.661703e-16	
1.330706e-15	1.087097e-16	7.667412e-16	
1.332198e-15	1.086989e-16	7.673126e-16	
1.333692e-15	1.086880e-16	7.678844e-16	
1.335187e-15	1.086771e-16	7.684566e-16	
1.336683e-15	1.086662e-16	7.690292e-16	
1.338182e-15	1.086553e-16	7.696022e-16	
1.339682e-15	1.086445e-16	7.701757e-16	
1.341184e-15	1.086336e-16	7.707496e-16	
1.342687e-15	1.086227e-16	7.713239e-16	
1.344193e-15	1.086119e-16	7.718986e-16	
1.345699e-15	1.086010e-16	7.724738e-16	
1.347208e-15	1.085901e-16	7.730494e-16	
1.348718e-15	1.085792e-16	7.736254e-16	
1.350230e-15	1.085684e-16	7.742019e-16	
1.351743e-15	1.085575e-16	7.747788e-16	
1.353259e-15	1.085467e-16	7.753561e-16	
1.354776e-15	1.085358e-16	7.759338e-16	
1.356294e-15	1.085249e-16	7.765120e-16	
1.357814e-15	1.085141e-16	7.770905e-16	
1.359336e-15	1.085032e-16	7.776696e-16	
1.360860e-15	1.084923e-16	7.782490e-16	
1.362386e-15	1.084815e-16	7.788289e-16	
1.363913e-15	1.084706e-16	7.794092e-16	
1.365441e-15	1.084598e-16	7.799899e-16	
1.366972e-15	1.084489e-16	7.805711e-16	
1.368504e-15	1.084381e-16	7.811527e-16	
1.370038e-15	1.084272e-16	7.817347e-16	
1.371574e-15	1.084164e-16	7.823172e-16	
1.373111e-15	1.084055e-16	7.829000e-16	
1.374650e-15	1.083947e-16	7.834834e-16	
1.376191e-15	1.083838e-16	7.840671e-16	
1.377733e-15	1.083730e-16	7.846513e-16	
1.379277e-15	1.083621e-16	7.852359e-16	
1.380823e-15	1.083513e-16	7.858210e-16	
1.382371e-15	1.083404e-16	7.864065e-16	
1.383920e-15	1.083296e-16	7.869924e-16	
1.385471e-15	1.083187e-16	7.875787e-16	
1.387024e-15	1.083079e-16	7.881655e-16	
1.388578e-15	1.082971e-16	7.887527e-16	
1.390135e-15	1.082862e-16	7.893404e-16	
1.391693e-15	1.082754e-16	7.899285e-16	
1.393252e-15	1.082646e-16	7.905170e-16	
1.394814e-15	1.082537e-16	7.911060e-16	
1.396377e-15	1.082429e-16	7.916954e-16	
1.397942e-15	1.082321e-16	7.922852e-16	
1.399508e-15	1.082212e-16	7.928755e-16	
1.401077e-15	1.082104e-16	7.934662e-16	
1.402647e-15	1.081996e-16	7.940574e-16	
1.404219e-15	1.081887e-16	7.946490e-16	
1.405792e-15	1.081779e-16	7.952410e-16	
1.407368e-15	1.081671e-16	7.958334e-16	
1.408945e-15	1.081563e-16	7.964263e-16	
1.410524e-15	1.081454e-16	7.970197e-16	
1.412105e-15	1.081346e-16	7.976135e-16	
1.413687e-15	1.081238e-16	7.982077e-16	
1.415271e-15	1.081130e-16	7.988024e-16	
1.416857e-15	1.081021e-16	7.993975e-16	
1.418445e-15	1.080913e-16	7.999930e-16	
1.420034e-15	1.080805e-16	8.005890e-16	
1.421626e-15	1.080697e-16	8.011854e-16	
1.423219e-15	1.080589e-16	8.017823e-16	
1.424813e-15	1.080481e-16	8.023796e-16	
1.426410e-15	1.080372e-16	8.029773e-16	
1.428008e-15	1.080264e-16	8.035755e-16	
1.429608e-15	1.080156e-16	8.041742e-16	
1.431210e-15	1.080048e-16	8.047733e-16	
1.432814e-15	1.079940e-16	8.053728e-16	
1.434419e-15	1.079832e-16	8.059728e-16	
1.436027e-15	1.079724e-16	8.065732e-16	
1.437636e-15	1.079616e-16	8.071740e-16	
1.439247e-15	1.079508e-16	8.077753e-16	
1.440859e-15	1.079400e-16	8.083771e-16	
1.442474e-15	1.079292e-16	8.089793e-16	
1.444090e-15	1.079184e-16	8.095819e-16	
1.445708e-15	1.079076e-16	8.101850e-16	
1.447328e-15	1.078968e-16	8.107885e-16	
1.448949e-15	1.078860e-16	8.113925e-16	
1.450573e-15	1.078752e-16	8.119970e-16	
1.452198e-15	1.078644e-16	8.126018e-16	
1.453825e-15	1.078536e-16	8.132072e-16	
1.455454e-15	1.078428e-16	8.138129e-16	
1.457085e-15	1.078320e-16	8.144192e-16	
1.458717e-15	1.078212e-16	8.150258e-16	
1.460351e-15	1.078104e-16	8.156330e-16	
1.461987e-15	1.077996e-16	8.162405e-16	
1.463625e-15	1.077888e-16	8.168485e-16	
1.465265e-15	1.077780e-16	8.174570e-16	
1.466907e-15	1.077673e-16	8.180659e-16	
1.468550e-15	1.077565e-16	8.186753e-16	
1.470195e-15	1.077457e-16	8.192851e-16	
1.471842e-15	1.077349e-16	8.198954e-16	
1.473491e-15	1.077241e-16	8.205061e-16	
1.475142e-15	1.077133e-16	8.211173e-16	
1.476795e-15	1.077026e-16	8.217290e-16	
1.478449e-15	1.076918e-16	8.223410e-16	
1.480105e-15	1.076810e-16	8.229536e-16	
1.481763e-15	1.076702e-16	8.235666e-16	
1.483423e-15	1.076595e-16	8.241800e-16	
1.485085e-15	1.076487e-16	8.247939e-16	
1.486749e-15	1.076379e-16	8.254083e-16	
1.488414e-15	1.076271e-16	8.260231e-16	
1.490081e-15	1.076164e-16	8.266384e-16	
1.491751e-15	1.076056e-16	8.272541e-16	
1.493422e-15	1.075948e-16	8.278703e-16	
1.495095e-15	1.075841e-16	8.284869e-16	
1.496769e-15	1.075733e-16	8.291040e-16	
1.498446e-15	1.075625e-16	8.297215e-16	
1.500125e-15	1.075518e-16	8.303395e-16	
1.501805e-15	1.075410e-16	8.309580e-16	
1.503487e-15	1.075302e-16	8.315769e-16	
1.505171e-15	1.075195e-16	8.321963e-16	
1.506857e-15	1.075087e-16	8.328161e-16	
1.508545e-15	1.074980e-16	8.334364e-16	
1.510235e-15	1.074872e-16	8.340572e-16	
1.511926e-15	1.074764e-16	8.346784e-16	
1.513620e-15	1.074657e-16	8.353001e-16	
1.515315e-15	1.074549e-16	8.359222e-16	
1.517013e-15	1.074442e-16	8.365448e-16	
1.518712e-15	1.074334e-16	8.371679e-16	
1.520413e-15	1.074227e-16	8.377914e-16	
1.522116e-15	1.074119e-16	8.384154e-16	
1.523820e-15	1.074012e-16	8.390398e-16	
1.525527e-15	1.073904e-16	8.396648e-16	
1.527236e-15	1.073797e-16	8.402901e-16	
1.528946e-15	1.073689e-16	8.409160e-16	
1.530659e-15	1.073582e-16	8.415423e-16	
1.532373e-15	1.073474e-16	8.421690e-16	
1.534089e-15	1.073367e-16	8.427962e-16	
1.535807e-15	1.073259e-16	8.434239e-16	
1.537528e-15	1.073152e-16	8.440521e-16	
1.539250e-15	1.073045e-16	8.446807e-16	
1.540973e-15	1.072937e-16	8.453098e-16	
1.542699e-15	1.072830e-16	8.459393e-16	
1.544427e-15	1.072723e-16	8.465694e-16	
1.546157e-15	1.072615e-16	8.471998e-16	
1.547888e-15	1.072508e-16	8.478308e-16	
1.549622e-15	1.072400e-16	8.484622e-16	
1.551357e-15	1.072293e-16	8.490941e-16	
1.553094e-15	1.072186e-16	8.497265e-16	
1.554834e-15	1.072079e-16	8.503593e-16	
1.556575e-15	1.071971e-16	8.509926e-16	
1.558318e-15	1.071864e-16	8.516263e-16	
1.560063e-15	1.071757e-16	8.522606e-16	
1.561810e-15	1.071649e-16	8.528953e-16	
1.563559e-15	1.071542e-16	8.535304e-16	
1.565310e-15	1.071435e-16	8.541661e-16	
1.567063e-15	1.071328e-16	8.548022e-16	
1.568818e-15	1.071220e-16	8.554388e-16	
1.570575e-15	1.071113e-16	8.560758e-16	
1.572333e-15	1.071006e-16	8.567133e-16	
1.574094e-15	1.070899e-16	8.573513e-16	
1.575857e-15	1.070792e-16	8.579898e-16	
1.577621e-15	1.070685e-16	8.586287e-16	
1.579388e-15	1.070577e-16	8.592682e-16	
1.581156e-15	1.070470e-16	8.599080e-16	
1.582927e-15	1.070363e-16	8.605484e-16	
1.584699e-15	1.070256e-16	8.611892e-16	
1.586474e-15	1.070149e-16	8.618306e-16	
1.588250e-15	1.070042e-16	8.624723e-16	
1.590029e-15	1.069935e-16	8.631146e-16	
1.591809e-15	1.069828e-16	8.637573e-16	
1.593591e-15	1.069721e-16	8.644005e-16	
1.595376e-15	1.069613e-16	8.650442e-16	
1.597162e-15	1.069506e-16	8.656884e-16	
1.598950e-15	1.069399e-16	8.663330e-16	
1.600740e-15	1.069292e-16	8.669782e-16	
1.602533e-15	1.069185e-16	8.676238e-16	
1.604327e-15	1.069078e-16	8.682698e-16	
1.606123e-15	1.068971e-16	8.689164e-16	
1.607922e-15	1.068864e-16	8.695634e-16	
1.609722e-15	1.068757e-16	8.702109e-16	
1.611524e-15	1.068650e-16	8.708589e-16	
1.613328e-15	1.068544e-16	8.715074e-16	
1.615135e-15	1.068437e-16	8.721564e-16	
1.616943e-15	1.068330e-16	8.728058e-16	
1.618753e-15	1.068223e-16	8.734557e-16	
1.620565e-15	1.068116e-16	8.741061e-16	
1.622380e-15	1.068009e-16	8.747570e-16	
1.624196e-15	1.067902e-16	8.754083e-16	
1.626014e-15	1.067795e-16	8.760602e-16	
1.627835e-15	1.067688e-16	8.767125e-16	
1.629657e-15	1.067581e-16	8.773653e-16	
1.631482e-15	1.067475e-16	8.780186e-16	
1.633308e-15	1.067368e-16	8.786724e-16	
1.635137e-15	1.067261e-16	8.793266e-16	
1.636967e-15	1.067154e-16	8.799814e-16	
1.638800e-15	1.067047e-16	8.806366e-16	
1.640634e-15	1.066941e-16	8.812923e-16	
1.642471e-15	1.066834e-16	8.819485e-16	
1.644310e-15	1.066727e-16	8.826052e-16	
1.646150e-15	1.066620e-16	8.832623e-16	
1.647993e-15	1.066513e-16	8.839200e-16	
1.649838e-15	1.066407e-16	8.845781e-16	
1.651685e-15	1.066300e-16	8.852368e-16	
1.653534e-15	1.066193e-16	8.858959e-16	
1.655385e-15	1.066087e-16	8.865555e-16	
1.657238e-15	1.065980e-16	8.872156e-16	
1.659093e-15	1.065873e-16	8.878762e-16	
1.660950e-15	1.065767e-16	8.885372e-16	
1.662809e-15	1.065660e-16	8.891988e-16	
1.664670e-15	1.065553e-16	8.898608e-16	
1.666534e-15	1.065447e-16	8.905234e-16	
1.668399e-15	1.065340e-16	8.911864e-16	
1.670267e-15	1.065233e-16	8.918499e-16	
1.672136e-15	1.065127e-16	8.925140e-16	
1.674008e-15	1.065020e-16	8.931785e-16	
1.675882e-15	1.064914e-16	8.938435e-16	
1.677758e-15	1.064807e-16	8.945089e-16	
1.679635e-15	1.064700e-16	8.951749e-16	
1.681515e-15	1.064594e-16	8.958414e-16	
1.683398e-15	1.064487e-16	8.965084e-16	
1.685282e-15	1.064381e-16	8.971758e-16	
1.687168e-15	1.064274e-16	8.978438e-16	
1.689056e-15	1.064168e-16	8.985122e-16	
1.690947e-15	1.064061e-16	8.991812e-16	
1.692839e-15	1.063955e-16	8.998506e-16	
1.694734e-15	1.063848e-16	9.005206e-16	
1.696631e-15	1.063742e-16	9.011910e-16	
1.698530e-15	1.063635e-16	9.018619e-16	
1.700431e-15	1.063529e-16	9.025334e-16	
1.702334e-15	1.063422e-16	9.032053e-16	
1.704239e-15	1.063316e-16	9.038777e-16	
1.706146e-15	1.063210e-16	9.045506e-16	
1.708056e-15	1.063103e-16	9.052240e-16	
1.709967e-15	1.062997e-16	9.058980e-16	
1.711881e-15	1.062890e-16	9.065724e-16	
1.713797e-15	1.062784e-16	9.072473e-16	
1.715715e-15	1.062678e-16	9.079227e-16	
1.717635e-15	1.062571e-16	9.085986e-16	
1.719557e-15	1.062465e-16	9.092750e-16	
1.721482e-15	1.062359e-16	9.099519e-16	
1.723408e-15	1.062252e-16	9.106293e-16	
1.725337e-15	1.062146e-16	9.113073e-16	
1.727268e-15	1.062040e-16	9.119857e-16	
1.729201e-15	1.061933e-16	9.126646e-16	
1.731136e-15	1.061827e-16	9.133440e-16	
1.733073e-15	1.061721e-16	9.140239e-16	
1.735012e-15	1.061615e-16	9.147044e-16	
1.736954e-15	1.061508e-16	9.153853e-16	
1.738897e-15	1.061402e-16	9.160667e-16	
1.740843e-15	1.061296e-16	9.167487e-16	
1.742791e-15	1.061190e-16	9.174311e-16	
1.744742e-15	1.061084e-16	9.181141e-16	
1.746694e-15	1.060977e-16	9.187975e-16	
1.748648e-15	1.060871e-16	9.194815e-16	
1.750605e-15	1.060765e-16	9.201660e-16	
1.752564e-15	1.060659e-16	9.208510e-16	
1.754525e-15	1.060553e-16	9.215364e-16	
1.756488e-15	1.060447e-16	9.222224e-16	
1.758454e-15	1.060340e-16	9.229089e-16	
1.760421e-15	1.060234e-16	9.235959e-16	
1.762391e-15	1.060128e-16	9.242834e-16	
1.764363e-15	1.060022e-16	9.249715e-16	
1.766337e-15	1.059916e-16	9.256600e-16	
1.768314e-15	1.059810e-16	9.263490e-16	
1.770292e-15	1.059704e-16	9.270386e-16	
1.772273e-15	1.059598e-16	9.277287e-16	
1.774256e-15	1.059492e-16	9.284192e-16	
1.776241e-15	1.059386e-16	9.291103e-16	
1.778228e-15	1.059280e-16	9.298019e-16	
1.780218e-15	1.059174e-16	9.304940e-16	
1.782210e-15	1.059068e-16	9.311867e-16	
1.784204e-15	1.058962e-16	9.318798e-16	
1.786200e-15	1.058856e-16	9.325734e-16	
1.788198e-15	1.058750e-16	9.332676e-16	
1.790199e-15	1.058644e-16	9.339623e-16	
1.792202e-15	1.058538e-16	9.346575e-16	
1.794207e-15	1.058432e-16	9.353532e-16	
1.796214e-15	1.058326e-16	9.360494e-16	
1.798224e-15	1.058220e-16	9.367461e-16	
1.800236e-15	1.058114e-16	9.374434e-16	
1.802250e-15	1.058008e-16	9.381411e-16	
1.804266e-15	1.057902e-16	9.388394e-16	
1.806284e-15	1.057796e-16	9.395382e-16	
1.808305e-15	1.057691e-16	9.402375e-16	
1.810328e-15	1.057585e-16	9.409374e-16	
1.812353e-15	1.057479e-16	9.416377e-16	
1.814381e-15	1.057373e-16	9.423386e-16	
1.816411e-15	1.057267e-16	9.430400e-16	
1.818443e-15	1.057161e-16	9.437419e-16	
1.820477e-15	1.057056e-16	9.444443e-16	
1.822513e-15	1.056950e-16	9.451472e-16	
1.824552e-15	1.056844e-16	9.458507e-16	
1.826593e-15	1.056738e-16	9.465547e-16	
1.828637e-15	1.056633e-16	9.472592e-16	
1.830682e-15	1.056527e-16	9.479642e-16	
1.832730e-15	1.056421e-16	9.486698e-16	
1.834780e-15	1.056315e-16	9.493759e-16	
1.836833e-15	1.056210e-16	9.500825e-16	
1.838887e-15	1.056104e-16	9.507896e-16	
1.840944e-15	1.055998e-16	9.514972e-16	
1.843003e-15	1.055893e-16	9.522054e-16	
1.845065e-15	1.055787e-16	9.529141e-16	
1.847129e-15	1.055681e-16	9.536233e-16	
1.849195e-15	1.055576e-16	9.543330e-16	
1.851263e-15	1.055470e-16	9.550433e-16	
1.853334e-15	1.055364e-16	9.557541e-16	
1.855407e-15	1.055259e-16	9.564654e-16	
1.857482e-15	1.055153e-16	9.571772e-16	
1.859560e-15	1.055047e-16	9.578896e-16	
1.861640e-15	1.054942e-16	9.586025e-16	
1.863722e-15	1.054836e-16	9.593159e-16	
1.865807e-15	1.054731e-16	9.600299e-16	
1.867894e-15	1.054625e-16	9.607444e-16	
1.869983e-15	1.054520e-16	9.614594e-16	
1.872074e-15	1.054414e-16	9.621749e-16	
1.874168e-15	1.054309e-16	9.628910e-16	
1.876264e-15	1.054203e-16	9.636076e-16	
1.878363e-15	1.054097e-16	9.643247e-16	
1.880464e-15	1.053992e-16	9.650424e-16	
1.882567e-15	1.053887e-16	9.657606e-16	
1.884672e-15	1.053781e-16	9.664793e-16	
1.886780e-15	1.053676e-16	9.671985e-16	
1.888890e-15	1.053570e-16	9.679183e-16	
1.891003e-15	1.053465e-16	9.686387e-16	
1.893118e-15	1.053359e-16	9.693595e-16	
1.895235e-15	1.053254e-16	9.700809e-16	
1.897354e-15	1.053148e-16	9.708028e-16	
1.899476e-15	1.053043e-16	9.715253e-16	
1.901601e-15	1.052938e-16	9.722483e-16	
1.903727e-15	1.052832e-16	9.729718e-16	
1.905856e-15	1.052727e-16	9.736958e-16	
1.907988e-15	1.052622e-16	9.744204e-16	
1.910121e-15	1.052516e-16	9.751456e-16	
1.912257e-15	1.052411e-16	9.758712e-16	
1.914396e-15	1.052306e-16	9.765974e-16	
1.916537e-15	1.052200e-16	9.773242e-16	
1.918680e-15	1.052095e-16	9.780515e-16	
1.920826e-15	1.051990e-16	9.787793e-16	
1.922974e-15	1.051884e-16	9.795076e-16	
1.925124e-15	1.051779e-16	9.802365e-16	
1.927277e-15	1.051674e-16	9.809660e-16	
1.929432e-15	1.051569e-16	9.816959e-16	
1.931589e-15	1.051463e-16	9.824265e-16	
1.933749e-15	1.051358e-16	9.831575e-16	
1.935912e-15	1.051253e-16	9.838891e-16	
1.938076e-15	1.051148e-16	9.846212e-16	
1.940244e-15	1.051042e-16	9.853539e-16	
1.942413e-15	1.050937e-16	9.860871e-16	
1.944585e-15	1.050832e-16	9.868209e-16	
1.946759e-15	1.050727e-16	9.875552e-16	
1.948936e-15	1.050622e-16	9.882901e-16	
1.951115e-15	1.050517e-16	9.890255e-16	
1.953297e-15	1.050411e-16	9.897614e-16	
1.955481e-15	1.050306e-16	9.904979e-16	
1.957668e-15	1.050201e-16	9.912349e-16	
1.959856e-15	1.050096e-16	9.919725e-16	
1.962048e-15	1.049991e-16	9.927106e-16	
1.964242e-15	1.049886e-16	9.934493e-16	
1.966438e-15	1.049781e-16	9.941885e-16	
1.968636e-15	1.049676e-16	9.949282e-16	
1.970837e-15	1.049571e-16	9.956685e-16	
1.973041e-15	1.049466e-16	9.964094e-16	
1.975247e-15	1.049361e-16	9.971508e-16	
1.977455e-15	1.049256e-16	9.978927e-16	
1.979666e-15	1.049151e-16	9.986352e-16	
1.981880e-15	1.049046e-16	9.993783e-16	
1.984095e-15	1.048941e-16	1.000122e-15	
1.986314e-15	1.048836e-16	1.000866e-15	
1.988534e-15	1.048731e-16	1.001611e-15	
1.990757e-15	1.048626e-16	1.002356e-15	
1.992983e-15	1.048521e-16	1.003102e-15	
1.995211e-15	1.048416e-16	1.003848e-15	
1.997442e-15	1.048311e-16	1.004595e-15	
1.999675e-15	1.048206e-16	1.005343e-15	
2.001910e-15	1.048101e-16	1.006091e-15	
2.004148e-15	1.047996e-16	1.006839e-15	
2.006389e-15	1.047891e-16	1.007588e-15	
2.008632e-15	1.047787e-16	1.008338e-15	
2.010877e-15	1.047682e-16	1.009088e-15	
2.013125e-15	1.047577e-16	1.009839e-15	
2.015376e-15	1.047472e-16	1.010590e-15	
2.017629e-15	1.047367e-16	1.011342e-15	
2.019884e-15	1.047262e-16	1.012095e-15	
2.022142e-15	1.047157e-16	1.012848e-15	
2.024403e-15	1.047053e-16	1.013601e-15	
2.026666e-15	1.046948e-16	1.014355e-15	
2.028931e-15	1.046843e-16	1.015110e-15	
2.031199e-15	1.046738e-16	1.015865e-15	
2.033470e-15	1.046634e-16	1.016621e-15	
2.035743e-15	1.046529e-16	1.017377e-15	
2.038019e-15	1.046424e-16	1.018134e-15	
2.040297e-15	1.046319e-16	1.018892e-15	
2.042577e-15	1.046215e-16	1.019650e-15	
2.044861e-15	1.046110e-16	1.020408e-15	
2.047146e-15	1.046005e-16	1.021168e-15	
2.049434e-15	1.045901e-16	1.021927e-15	
