"nh3","no2","no3","o2","co2","Biomass","nparticle","Height","Roughness"
-5.86289544631327,-6.17538738526891,-7.16782218440094,-7.94058010801116,-5.0914658120108,-31.9905780947555,4.71849887129509,-13.7632899195265,-15.1557919783648
-6.42718269838717,-6.66873837851164,-6.63467935891972,-8.54251099940053,-5.0341086502819,-32.0284430930621,4.71849887129509,-13.745120979364,-15.1795093569146
-6.21761260744249,-6.24971727553576,-7.3232707229438,-8.3432398842928,-5.65100028921723,-32.0108508854787,4.71849887129509,-13.7546926345704,-15.1767945964031
-5.95109065296971,-6.20119841151227,-6.57199758329879,-8.43561320442381,-5.6679328217625,-32.0083046966875,4.71849887129509,-13.7544686167018,-15.1769387901808
-5.95725637577825,-6.59367473267582,-7.39714562202806,-8.15255007782833,-5.10357328975553,-32.003385223537,4.71849887129509,-13.7654694014799,-15.1626259371183
-6.03855615464183,-6.6862130090349,-6.71878917946951,-8.04406943483426,-4.98219362046495,-32.0031461338071,4.71849887129509,-13.7654587297103,-15.1626406590223
-6.38480347541831,-6.42040301140179,-6.70074110959781,-8.38178855441003,-5.45333508881465,-32.0182421783129,4.71849887129509,-13.7554396658985,-15.1842819633764
-5.96931174246685,-6.78200407367658,-6.85991794956798,-7.91561320438178,-5.35531108806816,-31.9999049764689,4.71849887129509,-13.7652622536943,-15.1627402780608
-6.44590983743787,-6.18359404489302,-6.76973398108476,-8.46365242448821,-5.71443905484473,-32.0203301228244,4.71849887129509,-13.7418151286327,-15.1681831928396
-6.10530536353174,-6.51099461150412,-6.87142334973475,-8.66801608115082,-5.69165629485836,-32.0241405690461,4.71849887129509,-13.7525072302583,-15.17120799845
-6.36368832143634,-6.64462207945177,-7.05741605353654,-8.44953454294242,-5.19503901709454,-32.0229349159306,4.71849887129509,-13.752271312812,-15.1710072247539
-6.60247889812941,-6.48183416230659,-6.5479851301361,-7.89393213832046,-5.11783082569981,-32.0109363811125,4.71849887129509,-13.7546519399977,-15.1765357356657
