"Biomass","nparticle","Height","Roughness"
-32.0110590094597,4.71849887129509,-13.7547286439437,-15.1768694453072
-32.0082836768445,4.71849887129509,-13.7544303954778,-15.1767637488278
-32.0151510008834,4.71849887129509,-13.7510686743085,-15.1694094377555
-32.0047415428565,4.71849887129509,-13.7540890668045,-15.1768221161702
-32.0177423530243,4.71849887129509,-13.7415025481479,-15.1681849065061
-32.0011397333081,4.71849887129509,-13.7653521001769,-15.1627323659693
-32.0104446615804,4.71849887129509,-13.7546148408713,-15.1766020261871
-32.0092429978626,4.71849887129509,-13.7546164874851,-15.1846299391192
-32.0098733543338,4.71849887129509,-13.7546263384737,-15.1769455768606
-32.0060668935828,4.71849887129509,-13.7542317658502,-15.1768739908377
-32.0135940598021,4.71849887129509,-13.7549645536172,-15.1767860383835
-32.0142870782518,4.71849887129509,-13.7551008428988,-15.1845461970945
-31.9998591044004,4.71849887129509,-13.7648973554812,-15.1620566627691
-32.01869084294,4.71849887129509,-13.7520283497371,-15.1714381697526
-31.9905780947555,4.71849887129509,-13.7632899195265,-15.1557919783648
-32.0284430930621,4.71849887129509,-13.745120979364,-15.1795093569146
-32.0108508854787,4.71849887129509,-13.7546926345704,-15.1767945964031
-32.0083046966875,4.71849887129509,-13.7544686167018,-15.1769387901808
-32.003385223537,4.71849887129509,-13.7654694014799,-15.1626259371183
-32.0031461338071,4.71849887129509,-13.7654587297103,-15.1626406590223
-32.0182421783129,4.71849887129509,-13.7554396658985,-15.1842819633764
-31.9999049764689,4.71849887129509,-13.7652622536943,-15.1627402780608
-32.0203301228244,4.71849887129509,-13.7418151286327,-15.1681831928396
-32.0241405690461,4.71849887129509,-13.7525072302583,-15.17120799845
-32.0229349159306,4.71849887129509,-13.752271312812,-15.1710072247539
-32.0109363811125,4.71849887129509,-13.7546519399977,-15.1765357356657
-32.0144612290926,4.71849887129509,-13.7550446546253,-15.1767528381802
-32.0161195838549,4.71849887129509,-13.7512125292844,-15.1694795341593
-32.0172294416981,4.71849887129509,-13.7553744371444,-15.1844540288648
-32.0020550325306,4.71849887129509,-13.7537822369512,-15.1766203351511
-32.0130317507304,4.71849887129509,-13.7509396831834,-15.1696112143033
