"nh3" "no2" "no3" "o2" "co2" "Biomass" "nparticle" "Height" "Roughness"
0.001291 0.001072 0.001481 0.0001689998 0.002635 3.89975248e-14 337.6 2.13493770694642e-06 5.55778241788995e-07
0.00295 0.00112 0.001191 0.0003849997 0.002858 4.8776415e-14 412.8 2.33093465539688e-06 6.19537405132598e-07
0.002715 0.002244 0.001217 0.0002309997 0.007042 4.63350932e-14 386.4 2.28877271251915e-06 5.98973996051571e-07
0.002899 0.000795 0.0006700001 0.0001519997 0.004632 4.19531114e-14 349.8 2.19226196377842e-06 6.00061925741013e-07
0.001142 0.002157 0.0006850002 0.0003269997 0.006304 4.30023448e-14 356.6 2.20495805936205e-06 5.57842979937995e-07
0.001021 0.001238 0.001371 0.0002659997 0.006726 4.0212052e-14 347.6 2.1686337500442e-06 5.59267186196766e-07
0.002986 0.002047 0.001161 0.0001569997 0.003052 4.34482004e-14 367.2 2.24000863434234e-06 5.78095196205099e-07
0.001306 0.002009 0.0006470001 0.0001869997 0.003576 4.0558626e-14 349.6 2.18492443480702e-06 5.40606612154402e-07
0.002565 0.000967 0.0005050001 0.0003359997 0.002954 4.7166931e-14 399.6 2.30181917714559e-06 6.11429723931341e-07
0.00101 0.002169 0.001493 0.0001659998 0.002785 3.79159162e-14 334.4 2.10718817163085e-06 5.22420544836422e-07
0.00153 0.000913 0.001352 0.0003609997 0.002743 4.4321525e-14 373.2 2.22431155544634e-06 5.98673043548431e-07
0.002629 0.000979 0.001454 0.0002089997 0.005755 4.4362843e-14 372 2.27035874740167e-06 5.71434480948083e-07
0.0012 0.002225 0.001429 0.0001429998 0.007418 3.8030199e-14 335.4 2.12750538905263e-06 5.42985171540696e-07
0.001097 0.001218 0.0005580002 0.0004189997 0.007286 4.2837169e-14 359.4 2.21893030536083e-06 5.76067487451728e-07
0.002834 0.001472 0.0005320001 0.0002019997 0.007367 4.49948322e-14 380.2 2.2819688537155e-06 5.6898445330372e-07
0.001109 0.00084 0.0008470001 0.0001619998 0.004689 3.7319553e-14 322 2.08857912245933e-06 5.66396116547714e-07
0.002199 0.00213 0.001065 0.0003519997 0.004353 4.78798812e-14 397.2 2.29975155894138e-06 6.04823754898453e-07
0.001257 0.001853 0.00147 0.0003379997 0.00305 5.2454527e-14 445.8 2.42868479938935e-06 6.25641933334195e-07
0.00165 0.001365 0.0008560002 0.0002989996 0.004112 5.3706619e-14 462.2 2.45660563091434e-06 6.49772640895741e-07
0.001291 0.001072 0.001481 0.0001689997 0.002635 4.63100804e-14 394.4 2.31505132810256e-06 5.95114407246253e-07
0.00295 0.00112 0.001191 0.0003849996 0.002858 5.94190614e-14 520.8 2.55563381096846e-06 6.70300928707793e-07
0.002715 0.002244 0.001217 0.0002309996 0.007042 5.6037447e-14 487 2.52469372651583e-06 6.58058448182985e-07
0.002899 0.000795 0.0006700001 0.0001519997 0.004632 5.03666084e-14 440.6 2.43125442664017e-06 6.45003162076192e-07
0.001142 0.002157 0.0006850002 0.0003269997 0.006304 5.1459993e-14 434.6 2.41965652153292e-06 6.0014639605598e-07
0.001021 0.001238 0.001371 0.0002659997 0.006726 4.7832899e-14 402.4 2.33890318156756e-06 6.21261480518641e-07
0.002986 0.002047 0.001161 0.0001569997 0.003052 5.22206654e-14 456.8 2.468353505989e-06 6.3079903943021e-07
0.001306 0.002009 0.0006470002 0.0001869997 0.003576 4.8287022e-14 406.8 2.34329039511566e-06 5.94527460902104e-07
0.002565 0.000967 0.0005050002 0.0003359996 0.002954 5.727351e-14 504.6 2.53502861769534e-06 6.38504390017487e-07
0.00101 0.002169 0.001493 0.0001659997 0.002785 4.47712714e-14 377.8 2.2648336715568e-06 5.97752171918416e-07
0.00153 0.000913 0.001352 0.0003609996 0.002743 5.3399697e-14 468.2 2.464638087744e-06 6.37687031173669e-07
0.002629 0.000979 0.001454 0.0002089996 0.005755 5.35286772e-14 474.2 2.52643926187511e-06 6.02979521845027e-07
0.0012 0.002225 0.001429 0.0001429997 0.007418 4.49524024e-14 380.4 2.27303778362269e-06 6.02690201524129e-07
0.001097 0.001218 0.0005580002 0.0004189997 0.007286 5.1303222e-14 438 2.40922291168568e-06 6.44396012526229e-07
0.002834 0.001472 0.0005320002 0.0002019996 0.007367 5.43123504e-14 479 2.49599080539461e-06 6.30590650432273e-07
0.001109 0.00084 0.0008470001 0.0001619997 0.004689 4.4119166e-14 375 2.26427213371201e-06 6.00846584142854e-07
0.002199 0.00213 0.001065 0.0003519996 0.004353 5.806811e-14 504.6 2.53836453875248e-06 6.15609063691656e-07
0.001257 0.001853 0.00147 0.0003379995 0.00305 6.923179e-14 599.8 2.70517160316446e-06 6.40870388811872e-07
0.00165 0.001365 0.0008560002 0.0002989995 0.004112 7.13332258e-14 607.6 2.71429027296332e-06 6.86534091919253e-07
0.001291 0.001072 0.001481 0.0001689996 0.002635 6.0231559e-14 534.8 2.59828399806049e-06 6.1790069782451e-07
0.00295 0.00112 0.001191 0.0003849994 0.002858 8.0315165e-14 669.8 2.77789542294709e-06 7.06154548702282e-07
0.002715 0.002244 0.001217 0.0002309995 0.007042 7.48991284e-14 632 2.77574384884725e-06 6.36929073921225e-07
0.002899 0.0007950001 0.0006700002 0.0001519968 0.004632 6.6627815e-14 582.4 2.67057568975655e-06 6.60664123822403e-07
0.001142 0.002157 0.0006850003 0.0003269995 0.006304 6.7658861e-14 591 2.68811795486834e-06 6.45342411501498e-07
0.001021 0.001238 0.001371 0.0002659996 0.006726 6.2346275e-14 548.8 2.61804688925375e-06 6.66389314442365e-07
0.002986 0.002047 0.001161 0.00015699612 0.003052 6.91620302e-14 592.8 2.68946600312319e-06 6.65985458441448e-07
0.001306 0.002009 0.0006470002 0.0001869996 0.003576 6.30191966e-14 551 2.61285164651087e-06 6.55691169693041e-07
0.002565 0.0009670001 0.0005050002 0.0003359995 0.002954 7.7048468e-14 641.8 2.76819114333252e-06 6.9976874718746e-07
0.00101 0.002169 0.001493 0.0001659996 0.002785 5.77017024e-14 505.4 2.53441242373576e-06 6.41756763407796e-07
0.00153 0.000913 0.001352 0.0003609995 0.002743 7.0985641e-14 604 2.69250507798951e-06 6.88174570210428e-07
0.002629 0.0009790001 0.001454 0.0002089995 0.005755 7.13349694e-14 610.6 2.72802717624064e-06 6.52893707698826e-07
0.0012 0.002225 0.001429 0.00014299912 0.007418 5.8034672e-14 509.8 2.54605179838079e-06 6.32132592723182e-07
0.001097 0.001218 0.0005580002 0.0004189995 0.007286 6.7554092e-14 588.2 2.63680906105161e-06 7.01685115000415e-07
0.002834 0.001472 0.0005320002 0.0002019993 0.007367 7.24050042e-14 614.2 2.72010486740123e-06 6.80163519212171e-07
0.001109 0.00084 0.0008470002 0.0001619996 0.004689 5.70005654e-14 514.4 2.56069077196137e-06 6.44995178269081e-07
0.002199 0.00213 0.001065 0.0003519995 0.004353 7.7926064e-14 655.2 2.77752019016553e-06 6.29839520426801e-07
0.001257 0.001853 0.00147 0.0003379994 0.00305 8.352115e-14 713 2.8720950137106e-06 6.85224704760523e-07
0.00165 0.001365 0.0008560003 0.0002989994 0.004112 8.64397484e-14 730 2.89695859742129e-06 7.04329649417312e-07
0.001291 0.001072 0.001481 0.00016899788 0.002635 7.1979085e-14 614.2 2.74330954991259e-06 6.56529394814198e-07
0.00295 0.00112 0.001191 0.0003849993 0.002858 9.8484277e-14 843.8 3.01793925231013e-06 7.00289172318303e-07
0.002715 0.002244 0.001217 0.00023099674 0.007042 9.1142014e-14 778.8 3.02258655591529e-06 6.743545323167e-07
0.002899 0.0007950001 0.0006700002 0.00015199162 0.004632 8.0551225e-14 685 2.84139635323453e-06 6.81987747040432e-07
0.001142 0.002157 0.0006850003 0.0003269994 0.006304 8.1407458e-14 696.4 2.83873589403297e-06 6.70417325851827e-07
0.001021 0.001238 0.001371 0.0002659995 0.006726 7.4597288e-14 633.4 2.77418580941979e-06 6.96619023047128e-07
0.002986 0.002047 0.001161 0.00015699054 0.003052 8.36574642e-14 703.4 2.90290425342801e-06 6.96947526996167e-07
0.001306 0.002009 0.0006470003 0.00018699814 0.003576 7.54662494e-14 638.8 2.77079119240506e-06 6.93629941534374e-07
0.002565 0.0009670001 0.0005050003 0.0003359993 0.002954 9.41850494e-14 805.4 3.01496153916667e-06 6.84433811493398e-07
0.00101 0.002169 0.001493 0.00016599882 0.002785 6.85144598e-14 594.4 2.70016319896208e-06 6.37883002816025e-07
0.00153 0.0009130001 0.001352 0.0003609994 0.002743 8.6078283e-14 724.4 2.90617686475774e-06 7.00294590396302e-07
0.002629 0.0009790001 0.001454 0.00020899584 0.005755 8.66584222e-14 732.6 2.928217761248e-06 6.80383279265433e-07
0.0012 0.002225 0.001429 0.00014299616 0.007418 6.89953898e-14 593.8 2.71136025092713e-06 6.46960066432852e-07
0.001097 0.001218 0.0005580003 0.0004189994 0.007286 8.1377288e-14 686.2 2.79449348091772e-06 7.2068999576752e-07
0.002834 0.001472 0.0005320003 0.00020199474 0.007367 8.79681118e-14 740.4 2.8909861418038e-06 6.93626160123445e-07
0.001109 0.0008400001 0.0008470002 0.00016199868 0.004689 6.7818478e-14 593 2.70851949284555e-06 6.5855543491436e-07
0.002199 0.00213 0.001065 0.0003519993 0.004353 9.50699e-14 825 2.99760049036027e-06 6.40197586865892e-07
0.001257 0.001853 0.00147 0.0003379992 0.00305 1.11045811e-13 977.8 3.19236488148734e-06 6.8733856845194e-07
0.00165 0.001365 0.0008560004 0.00029899722 0.004112 1.15728069e-13 1016.4 3.21913127310127e-06 7.030764880934e-07
0.001291 0.001072 0.001481 0.00016899024 0.002635 9.43907594e-14 817.6 3.02991164233285e-06 7.17247082020128e-07
0.002949999 0.00112 0.001191 0.00038499824 0.002858 1.34242582e-13 1153 3.36423155332278e-06 6.80329368018748e-07
0.002714999 0.002244 0.001217 0.00023098444 0.007042 1.22789887e-13 1071 3.30660599326923e-06 6.95788256169187e-07
0.002899 0.0007950002 0.0006700003 0.00015197682 0.004632 1.075159538e-13 937.2 3.19044594055583e-06 6.98783101393299e-07
0.001142 0.002157 0.0006850004 0.0003269992 0.006304 1.07793985e-13 945.8 3.1234569906889e-06 7.02927127327979e-07
0.001021 0.001238 0.001371 0.0002659993 0.006726 9.7978371e-14 856.6 3.04517746686709e-06 7.38729666894007e-07
0.002986 0.002047 0.001161 0.0001569752 0.003052 1.11711946e-13 975.8 3.17997791123418e-06 7.34837472322458e-07
0.001306 0.002009 0.0006470003 0.00018699088 0.003576 9.9243115e-14 875.4 3.06063996996835e-06 7.19356668026307e-07
0.002564999 0.0009670002 0.0005050004 0.00033599594 0.002954 1.27793233e-13 1101.4 3.32369238164557e-06 6.79342394215263e-07
0.00101 0.002169 0.001493 0.00016599282 0.002785 8.8949953e-14 770.6 2.93882398336336e-06 6.95776146869686e-07
0.00153 0.0009130001 0.001352 0.0003609992 0.002743 1.15381877e-13 1009.2 3.21959868661392e-06 7.1439532803631e-07
0.002628999 0.0009790002 0.001454 0.0002089838 0.005755 1.164923862e-13 1009.6 3.19280183946203e-06 7.01112785725088e-07
0.0012 0.002225 0.001429 0.00014298872 0.007418 8.97519262e-14 770.6 2.9555921110443e-06 7.1981662220046e-07
0.001097 0.001218 0.0005580004 0.0004189992 0.007286 1.07969025e-13 950.4 3.14616512047468e-06 7.20485275504141e-07
0.002833999 0.001472 0.0005320004 0.0002019817 0.007367 1.18255974e-13 1026 3.20950021e-06 6.54348055380162e-07
0.001109 0.0008400001 0.0008470003 0.00016199244 0.004689 8.83542592e-14 756 2.94040800473526e-06 7.10392072412651e-07
