"nh3" "no2" "no3" "o2" "co2" "Biomass" "nparticle" "Height" "Roughness"
0.002172 0.000945 0.000941 0.000275 0.00593 1.4569872e-14 116 1.10192605833333e-06 3.12503758127402e-07
0.001552 0.000996 0.001249 0.00026 0.003878 1.4370203e-14 113.6 1.077732925e-06 2.81912389136489e-07
0.002423 0.001919 0.000739 0.000264 0.005315 1.4778504e-14 116.4 1.092408225e-06 3.13624125999282e-07
0.00128 0.000899 0.000938 0.000311 0.002806 1.431591e-14 112.6 1.08256327222222e-06 2.73197390854964e-07
0.001424 0.001597 0.00068 0.000358 0.005801 1.4631625e-14 113.8 1.07819441666667e-06 2.84010417447076e-07
0.001829 0.000817 0.001115 0.000189 0.005171 1.4179828e-14 112.6 1.08121269722222e-06 2.73049927889425e-07
0.001416 0.001767 0.001293 0.000223 0.006001 1.4355252e-14 112.2 1.07889990555556e-06 2.70679271849752e-07
0.002778 0.001946 0.000632 0.000293 0.007336 1.4907152e-14 119.6 1.11746663709831e-06 3.30246539571682e-07
0.001223 0.001398 0.000723 0.000417 0.003659 1.4561407e-14 113.6 1.07607930555556e-06 2.80825902746567e-07
0.002514 0.00173 0.000894 0.000258 0.003209 1.4754881e-14 116.4 1.09225285833333e-06 3.13634722738163e-07
0.0022 0.001506 0.001254 0.000241 0.006171 1.4615673e-14 115.2 1.091272775e-06 2.96681380230422e-07
0.002246 0.000941 0.001101 0.00028 0.003332 1.4595223e-14 116.2 1.09405318888889e-06 3.14938944976541e-07
0.001042 0.001421 0.001124 0.000205 0.003811 1.4026087e-14 112 1.07385698888889e-06 2.68390991831086e-07
0.001569 0.001178 0.001443 0.000158 0.00487 1.4042846e-14 112 1.07402370277778e-06 2.67628399209744e-07
0.002692 0.001865 0.001331 0.0004039999 0.002687 1.5069786e-14 121.2 1.13144382226027e-06 3.41787833952344e-07
0.002343 0.001885 0.000812 0.000177 0.007197 1.4442261e-14 113.8 1.08055453611111e-06 2.8588971095416e-07
0.001818 0.0021 0.001025 0.000246 0.005268 1.4609486e-14 114 1.08046574722222e-06 2.85126609257709e-07
0.002134 0.001043 0.000746 0.000411 0.005366 1.4808362e-14 119.6 1.11686681536112e-06 3.30280329222896e-07
0.002662 0.001146 0.001401 0.000344 0.005445 1.4847698e-14 120.2 1.12246585137415e-06 3.32577968525787e-07
0.00202 0.001552 0.000692 0.000165 0.004754 1.42736574e-14 112.4 1.07935831388889e-06 2.70893769525921e-07
0.002322 0.000872 0.000569 0.000302 0.006393 1.4631256e-14 118 1.10809966160578e-06 3.20654021176535e-07
0.002934 0.002014 0.000719 0.0003459999 0.003757 1.5037501e-14 121 1.12849606678672e-06 3.41947317104317e-07
0.001963 0.001519 0.00133 0.000316 0.0039 1.4738766e-14 116.4 1.10182986111111e-06 3.03998366388266e-07
0.001505 0.002208 0.001469 0.000272 0.00481 1.4579546e-14 113.6 1.07618739166667e-06 2.80833196852202e-07
0.001174 0.002184 0.000984 0.000297 0.003632 1.446247e-14 112.2 1.07951479166667e-06 2.70762408355506e-07
0.00185 0.001562 0.000795 0.000269 0.006924 1.4614491e-14 114.4 1.08264040555556e-06 2.89635152615044e-07
0.002803 0.001189 0.000901 0.000285 0.004902 1.4768316e-14 119.2 1.11292839987137e-06 3.27428170226861e-07
0.002456 0.001468 0.001301 0.000227 0.002531 1.4613532e-14 115.4 1.09412279722222e-06 2.98814451881517e-07
0.001327 0.001774 0.001099 0.000398 0.005499 1.4663063e-14 113.8 1.07839359444444e-06 2.84018637625581e-07
0.002755 0.000799 0.000952 0.000194 0.006754 1.4373957e-14 114.6 1.08490180833333e-06 2.91835646317194e-07
0.001068 0.000779 0.000543 0.000363 0.003445 1.4206498e-14 112.2 1.07632085555556e-06 2.69334064489304e-07
0.002974 0.001807 0.001282 0.000314 0.005207 1.4959672e-14 120.2 1.12314706559371e-06 3.32567741608364e-07
0.002287 0.001084 0.000785 0.000182 0.002573 1.4331474e-14 113.8 1.07897243055556e-06 2.85154997749143e-07
0.001123 0.001957 0.000624 0.00015 0.006459 1.3887763e-14 112 1.07283045555556e-06 2.67877625871926e-07
0.001209 0.000862 0.000579 0.00025 0.006971 1.4136012e-14 112 1.07474241944444e-06 2.67631583517859e-07
0.002042 0.001837 0.001363 0.000148 0.004988 1.4208006e-14 112.2 1.07634993333333e-06 2.69345636606854e-07
0.001874 0.001391 0.001089 0.000146 0.007475 1.4099471e-14 112 1.07444707222222e-06 2.67622116740622e-07
0.002867 0.002203 0.000584 0.000185 0.004066 1.4588869e-14 114.4 1.08247958611111e-06 2.89636937676821e-07
0.00194 0.001665 0.00096 0.0002529999 0.004151 1.8612588e-14 166.8 1.44735826267123e-06 4.58536139357031e-07
0.001755 0.001605 0.0009940001 0.0003039999 0.005661 1.87133068e-14 166.8 1.45570317336377e-06 4.55164659777994e-07
0.002031 0.001333 0.000824 0.0002359999 0.004044 1.8475035e-14 166.2 1.44884397053149e-06 4.6747143852014e-07
0.002063 0.001715 0.00106 0.0002919999 0.0064 1.88617442e-14 168.4 1.47418633268645e-06 4.64076642549407e-07
0.001462 0.001785 0.000874 0.0002529999 0.005124 1.8324619e-14 161.8 1.42130564402588e-06 4.63251847932771e-07
0.002366 0.001095 0.001278 0.0003779999 0.003995 1.9052348e-14 171.6 1.47674412187976e-06 4.45748375656745e-07
0.001499 0.001647 0.001184 0.0003249999 0.003181 1.8611708e-14 165 1.44481877910798e-06 4.58726453479816e-07
0.001891 0.001053 0.00077 0.0003419999 0.004478 1.8718247e-14 168.6 1.47258982366819e-06 4.62904732195575e-07
0.002416 0.001895 0.001073 0.0002199999 0.005089 1.8667682e-14 167.4 1.46409966438356e-06 4.52179941974306e-07
0.002107 0.001674 0.0009240001 0.0002779999 0.004594 1.8813371e-14 168 1.46450644364536e-06 4.6674789785615e-07
0.001459 0.001313 0.001157 0.0003339999 0.005048 1.8503619e-14 165 1.44368564628325e-06 4.56000508341678e-07
0.001782 0.001163 0.001231 0.0002839999 0.006204 1.8508043e-14 166.8 1.44716868382801e-06 4.58768103802958e-07
0.002146 0.002144 0.0008300001 0.0003069999 0.00657 1.904333e-14 169.2 1.47782636145358e-06 4.40336165800209e-07
0.002485 0.001213 0.000806 0.0001979999 0.005596 1.8362229e-14 166.4 1.45040533246637e-06 4.67026625534606e-07
0.002843 0.00208 0.0007710001 0.0003559999 0.006149 1.9436563e-14 172.2 1.48916099356925e-06 4.39694874731346e-07
0.001617 0.00127 0.001314 0.0001949999 0.006512 1.7953739e-14 161 1.43388955186454e-06 4.5422414584991e-07
0.001994 0.001931 0.0006600001 0.0002379999 0.003514 1.8613676e-14 166.4 1.44117859908676e-06 4.56311614148132e-07
0.002603 0.002027 0.001399 0.0002169999 0.003455 1.8729874e-14 167.6 1.46378354216134e-06 4.59871698777612e-07
0.002587 0.001369 0.000613 0.0002879999 0.006075 1.8950087e-14 170 1.47556242701674e-06 4.43402336918818e-07
0.002385 0.001248 0.001208 0.0003209999 0.006859 1.89613196e-14 170 1.46968602812024e-06 4.45334275782774e-07
0.001687 0.001628 0.00123 0.0002289999 0.004282 1.83255478e-14 163.6 1.43709482040688e-06 4.6084951996258e-07
0.002556 0.001134 0.001049 0.0003649999 0.004723 1.9104003e-14 172 1.48285373637747e-06 4.4717076153516e-07
0.001587 0.002063 0.001148 0.0002109999 0.003298 1.82265632e-14 161.6 1.43089406350837e-06 4.58441796025801e-07
0.002231 0.001487 0.001037 0.0001719999 0.003374 1.81304534e-14 163.2 1.43225280026636e-06 4.61785230011582e-07
0.001723 0.001301 0.000861 0.0002139999 0.005544 1.8165295e-14 163.2 1.42877423177321e-06 4.60674458639103e-07
0.001357 0.001531 0.001433 0.0003729999 0.005989 1.8586227e-14 164.8 1.43662770943951e-06 4.6153254804986e-07
0.001382 0.001279 0.001008 0.0003499999 0.006845 1.84661768e-14 164.6 1.43725291230733e-06 4.59340983708669e-07
0.002912 0.001817 0.001178 0.0001759999 0.005619 1.8440691e-14 165.6 1.44853689836377e-06 4.69858327538105e-07
0.001768 0.001345 0.000609 0.0002439999 0.002905 1.8382276e-14 164.8 1.43630531620522e-06 4.61138440940219e-07
