,x,y,z,scalar,1,1,1,0.5
0,	0.000002,	0.000002,	0.000002,	314.295160
1,	0.000006,	0.000002,	0.000002,	314.307179
2,	0.000010,	0.000002,	0.000002,	314.331310
3,	0.000014,	0.000002,	0.000002,	314.367752
4,	0.000018,	0.000002,	0.000002,	314.416859
5,	0.000022,	0.000002,	0.000002,	314.479205
6,	0.000026,	0.000002,	0.000002,	314.555689
7,	0.000030,	0.000002,	0.000002,	314.647656
8,	0.000034,	0.000002,	0.000002,	314.756967
9,	0.000038,	0.000002,	0.000002,	314.885585
10,	0.000042,	0.000002,	0.000002,	315.033141
11,	0.000046,	0.000002,	0.000002,	315.187326
12,	0.000050,	0.000002,	0.000002,	315.293376
13,	0.000054,	0.000002,	0.000002,	315.187326
14,	0.000058,	0.000002,	0.000002,	315.033141
15,	0.000062,	0.000002,	0.000002,	314.885585
16,	0.000066,	0.000002,	0.000002,	314.756967
17,	0.000070,	0.000002,	0.000002,	314.647656
18,	0.000074,	0.000002,	0.000002,	314.555689
19,	0.000078,	0.000002,	0.000002,	314.479205
20,	0.000082,	0.000002,	0.000002,	314.416859
21,	0.000086,	0.000002,	0.000002,	314.367752
22,	0.000090,	0.000002,	0.000002,	314.331310
23,	0.000094,	0.000002,	0.000002,	314.307179
24,	0.000098,	0.000002,	0.000002,	314.295160
25,	0.000002,	0.000006,	0.000002,	314.295794
26,	0.000006,	0.000006,	0.000002,	314.307896
27,	0.000010,	0.000006,	0.000002,	314.332216
28,	0.000014,	0.000006,	0.000002,	314.369012
29,	0.000018,	0.000006,	0.000002,	314.418768
30,	0.000022,	0.000006,	0.000002,	314.482352
31,	0.000026,	0.000006,	0.000002,	314.561324
32,	0.000030,	0.000006,	0.000002,	314.658589
33,	0.000034,	0.000006,	0.000002,	314.779720
34,	0.000038,	0.000006,	0.000002,	314.935445
35,	0.000042,	0.000006,	0.000002,	315.144783
36,	0.000046,	0.000006,	0.000002,	315.429699
37,	0.000050,	0.000006,	0.000002,	315.746781
38,	0.000054,	0.000006,	0.000002,	315.429699
39,	0.000058,	0.000006,	0.000002,	315.144783
40,	0.000062,	0.000006,	0.000002,	314.935445
41,	0.000066,	0.000006,	0.000002,	314.779720
42,	0.000070,	0.000006,	0.000002,	314.658589
43,	0.000074,	0.000006,	0.000002,	314.561324
44,	0.000078,	0.000006,	0.000002,	314.482352
45,	0.000082,	0.000006,	0.000002,	314.418768
46,	0.000086,	0.000006,	0.000002,	314.369012
47,	0.000090,	0.000006,	0.000002,	314.332216
48,	0.000094,	0.000006,	0.000002,	314.307896
49,	0.000098,	0.000006,	0.000002,	314.295794
50,	0.000002,	0.000010,	0.000002,	314.296654
51,	0.000006,	0.000010,	0.000002,	314.308853
52,	0.000010,	0.000010,	0.000002,	314.333381
53,	0.000014,	0.000010,	0.000002,	314.370541
54,	0.000018,	0.000010,	0.000002,	314.420901
55,	0.000022,	0.000010,	0.000002,	314.485497
56,	0.000026,	0.000010,	0.000002,	314.566268
57,	0.000030,	0.000010,	0.000002,	314.667046
58,	0.000034,	0.000010,	0.000002,	314.796024
59,	0.000038,	0.000010,	0.000002,	314.972416
60,	0.000042,	0.000010,	0.000002,	315.245322
61,	0.000046,	0.000010,	0.000002,	315.742304
62,	0.000050,	0.000010,	0.000002,	316.734491
63,	0.000054,	0.000010,	0.000002,	315.742304
64,	0.000058,	0.000010,	0.000002,	315.245322
65,	0.000062,	0.000010,	0.000002,	314.972416
66,	0.000066,	0.000010,	0.000002,	314.796024
67,	0.000070,	0.000010,	0.000002,	314.667046
68,	0.000074,	0.000010,	0.000002,	314.566268
69,	0.000078,	0.000010,	0.000002,	314.485497
70,	0.000082,	0.000010,	0.000002,	314.420901
71,	0.000086,	0.000010,	0.000002,	314.370541
72,	0.000090,	0.000010,	0.000002,	314.333381
73,	0.000094,	0.000010,	0.000002,	314.308853
74,	0.000098,	0.000010,	0.000002,	314.296654
75,	0.000002,	0.000014,	0.000002,	314.297662
76,	0.000006,	0.000014,	0.000002,	314.309953
77,	0.000010,	0.000014,	0.000002,	314.334672
78,	0.000014,	0.000014,	0.000002,	314.372128
79,	0.000018,	0.000014,	0.000002,	314.422885
80,	0.000022,	0.000014,	0.000002,	314.487921
81,	0.000026,	0.000014,	0.000002,	314.568937
82,	0.000030,	0.000014,	0.000002,	314.668964
83,	0.000034,	0.000014,	0.000002,	314.793578
84,	0.000038,	0.000014,	0.000002,	314.953165
85,	0.000042,	0.000014,	0.000002,	315.165725
86,	0.000046,	0.000014,	0.000002,	315.451551
87,	0.000050,	0.000014,	0.000002,	315.766552
88,	0.000054,	0.000014,	0.000002,	315.451551
89,	0.000058,	0.000014,	0.000002,	315.165725
90,	0.000062,	0.000014,	0.000002,	314.953165
91,	0.000066,	0.000014,	0.000002,	314.793578
92,	0.000070,	0.000014,	0.000002,	314.668964
93,	0.000074,	0.000014,	0.000002,	314.568937
94,	0.000078,	0.000014,	0.000002,	314.487921
95,	0.000082,	0.000014,	0.000002,	314.422885
96,	0.000086,	0.000014,	0.000002,	314.372128
97,	0.000090,	0.000014,	0.000002,	314.334672
98,	0.000094,	0.000014,	0.000002,	314.309953
99,	0.000098,	0.000014,	0.000002,	314.297662
100,	0.000002,	0.000018,	0.000002,	314.298740
101,	0.000006,	0.000018,	0.000002,	314.311115
102,	0.000010,	0.000018,	0.000002,	314.336000
103,	0.000014,	0.000018,	0.000002,	314.373691
104,	0.000018,	0.000018,	0.000002,	314.424699
105,	0.000022,	0.000018,	0.000002,	314.489836
106,	0.000026,	0.000018,	0.000002,	314.570327
107,	0.000030,	0.000018,	0.000002,	314.667907
108,	0.000034,	0.000018,	0.000002,	314.784760
109,	0.000038,	0.000018,	0.000002,	314.922768
110,	0.000042,	0.000018,	0.000002,	315.080448
111,	0.000046,	0.000018,	0.000002,	315.242763
112,	0.000050,	0.000018,	0.000002,	315.351477
113,	0.000054,	0.000018,	0.000002,	315.242763
114,	0.000058,	0.000018,	0.000002,	315.080448
115,	0.000062,	0.000018,	0.000002,	314.922768
116,	0.000066,	0.000018,	0.000002,	314.784760
117,	0.000070,	0.000018,	0.000002,	314.667907
118,	0.000074,	0.000018,	0.000002,	314.570327
119,	0.000078,	0.000018,	0.000002,	314.489836
120,	0.000082,	0.000018,	0.000002,	314.424699
121,	0.000086,	0.000018,	0.000002,	314.373691
122,	0.000090,	0.000018,	0.000002,	314.336000
123,	0.000094,	0.000018,	0.000002,	314.311115
124,	0.000098,	0.000018,	0.000002,	314.298740
125,	0.000002,	0.000022,	0.000002,	314.299823
126,	0.000006,	0.000022,	0.000002,	314.312276
127,	0.000010,	0.000022,	0.000002,	314.337315
128,	0.000014,	0.000022,	0.000002,	314.375230
129,	0.000018,	0.000022,	0.000002,	314.426504
130,	0.000022,	0.000022,	0.000002,	314.491863
131,	0.000026,	0.000022,	0.000002,	314.572300
132,	0.000030,	0.000022,	0.000002,	314.668964
133,	0.000034,	0.000022,	0.000002,	314.782649
134,	0.000038,	0.000022,	0.000002,	314.912221
135,	0.000042,	0.000022,	0.000002,	315.050691
136,	0.000046,	0.000022,	0.000002,	315.176938
137,	0.000050,	0.000022,	0.000002,	315.243021
138,	0.000054,	0.000022,	0.000002,	315.176938
139,	0.000058,	0.000022,	0.000002,	315.050691
140,	0.000062,	0.000022,	0.000002,	314.912221
141,	0.000066,	0.000022,	0.000002,	314.782649
142,	0.000070,	0.000022,	0.000002,	314.668964
143,	0.000074,	0.000022,	0.000002,	314.572300
144,	0.000078,	0.000022,	0.000002,	314.491863
145,	0.000082,	0.000022,	0.000002,	314.426504
146,	0.000086,	0.000022,	0.000002,	314.375230
147,	0.000090,	0.000022,	0.000002,	314.337315
148,	0.000094,	0.000022,	0.000002,	314.312276
149,	0.000098,	0.000022,	0.000002,	314.299823
150,	0.000002,	0.000026,	0.000002,	314.300848
151,	0.000006,	0.000026,	0.000002,	314.313373
152,	0.000010,	0.000026,	0.000002,	314.338563
153,	0.000014,	0.000026,	0.000002,	314.376718
154,	0.000018,	0.000026,	0.000002,	314.428354
155,	0.000022,	0.000026,	0.000002,	314.494279
156,	0.000026,	0.000026,	0.000002,	314.575693
157,	0.000030,	0.000026,	0.000002,	314.674274
158,	0.000034,	0.000026,	0.000002,	314.792104
159,	0.000038,	0.000026,	0.000002,	314.930927
160,	0.000042,	0.000026,	0.000002,	315.089146
161,	0.000046,	0.000026,	0.000002,	315.251869
162,	0.000050,	0.000026,	0.000002,	315.362024
163,	0.000054,	0.000026,	0.000002,	315.251869
164,	0.000058,	0.000026,	0.000002,	315.089146
165,	0.000062,	0.000026,	0.000002,	314.930927
166,	0.000066,	0.000026,	0.000002,	314.792104
167,	0.000070,	0.000026,	0.000002,	314.674274
168,	0.000074,	0.000026,	0.000002,	314.575693
169,	0.000078,	0.000026,	0.000002,	314.494279
170,	0.000082,	0.000026,	0.000002,	314.428354
171,	0.000086,	0.000026,	0.000002,	314.376718
172,	0.000090,	0.000026,	0.000002,	314.338563
173,	0.000094,	0.000026,	0.000002,	314.313373
174,	0.000098,	0.000026,	0.000002,	314.300848
175,	0.000002,	0.000030,	0.000002,	314.301759
176,	0.000006,	0.000030,	0.000002,	314.314347
177,	0.000010,	0.000030,	0.000002,	314.339669
178,	0.000014,	0.000030,	0.000002,	314.378051
179,	0.000018,	0.000030,	0.000002,	314.430071
180,	0.000022,	0.000030,	0.000002,	314.496709
181,	0.000026,	0.000030,	0.000002,	314.579630
182,	0.000030,	0.000030,	0.000002,	314.681755
183,	0.000034,	0.000030,	0.000002,	314.808427
184,	0.000038,	0.000030,	0.000002,	314.969629
185,	0.000042,	0.000030,	0.000002,	315.182810
186,	0.000046,	0.000030,	0.000002,	315.467826
187,	0.000050,	0.000030,	0.000002,	315.781065
188,	0.000054,	0.000030,	0.000002,	315.467826
189,	0.000058,	0.000030,	0.000002,	315.182810
190,	0.000062,	0.000030,	0.000002,	314.969629
191,	0.000066,	0.000030,	0.000002,	314.808427
192,	0.000070,	0.000030,	0.000002,	314.681755
193,	0.000074,	0.000030,	0.000002,	314.579630
194,	0.000078,	0.000030,	0.000002,	314.496709
195,	0.000082,	0.000030,	0.000002,	314.430071
196,	0.000086,	0.000030,	0.000002,	314.378051
197,	0.000090,	0.000030,	0.000002,	314.339669
198,	0.000094,	0.000030,	0.000002,	314.314347
199,	0.000098,	0.000030,	0.000002,	314.301759
200,	0.000002,	0.000034,	0.000002,	314.302507
201,	0.000006,	0.000034,	0.000002,	314.315140
202,	0.000010,	0.000034,	0.000002,	314.340555
203,	0.000014,	0.000034,	0.000002,	314.379089
204,	0.000018,	0.000034,	0.000002,	314.431349
205,	0.000022,	0.000034,	0.000002,	314.498405
206,	0.000026,	0.000034,	0.000002,	314.582182
207,	0.000030,	0.000034,	0.000002,	314.686387
208,	0.000034,	0.000034,	0.000002,	314.818862
209,	0.000038,	0.000034,	0.000002,	314.998040
210,	0.000042,	0.000034,	0.000002,	315.271527
211,	0.000046,	0.000034,	0.000002,	315.764682
212,	0.000050,	0.000034,	0.000002,	316.748042
213,	0.000054,	0.000034,	0.000002,	315.764682
214,	0.000058,	0.000034,	0.000002,	315.271527
215,	0.000062,	0.000034,	0.000002,	314.998040
216,	0.000066,	0.000034,	0.000002,	314.818862
217,	0.000070,	0.000034,	0.000002,	314.686387
218,	0.000074,	0.000034,	0.000002,	314.582182
219,	0.000078,	0.000034,	0.000002,	314.498405
220,	0.000082,	0.000034,	0.000002,	314.431349
221,	0.000086,	0.000034,	0.000002,	314.379089
222,	0.000090,	0.000034,	0.000002,	314.340555
223,	0.000094,	0.000034,	0.000002,	314.315140
224,	0.000098,	0.000034,	0.000002,	314.302507
225,	0.000002,	0.000038,	0.000002,	314.303057
226,	0.000006,	0.000038,	0.000002,	314.315714
227,	0.000010,	0.000038,	0.000002,	314.341174
228,	0.000014,	0.000038,	0.000002,	314.379755
229,	0.000018,	0.000038,	0.000002,	314.432029
230,	0.000022,	0.000038,	0.000002,	314.498958
231,	0.000026,	0.000038,	0.000002,	314.582183
232,	0.000030,	0.000038,	0.000002,	314.684589
233,	0.000034,	0.000038,	0.000002,	314.811467
234,	0.000038,	0.000038,	0.000002,	314.972733
235,	0.000042,	0.000038,	0.000002,	315.185750
236,	0.000046,	0.000038,	0.000002,	315.470285
237,	0.000050,	0.000038,	0.000002,	315.782796
238,	0.000054,	0.000038,	0.000002,	315.470285
239,	0.000058,	0.000038,	0.000002,	315.185750
240,	0.000062,	0.000038,	0.000002,	314.972733
241,	0.000066,	0.000038,	0.000002,	314.811467
242,	0.000070,	0.000038,	0.000002,	314.684589
243,	0.000074,	0.000038,	0.000002,	314.582183
244,	0.000078,	0.000038,	0.000002,	314.498958
245,	0.000082,	0.000038,	0.000002,	314.432029
246,	0.000086,	0.000038,	0.000002,	314.379755
247,	0.000090,	0.000038,	0.000002,	314.341174
248,	0.000094,	0.000038,	0.000002,	314.315714
249,	0.000098,	0.000038,	0.000002,	314.303057
250,	0.000002,	0.000042,	0.000002,	314.303391
251,	0.000006,	0.000042,	0.000002,	314.316057
252,	0.000010,	0.000042,	0.000002,	314.341525
253,	0.000014,	0.000042,	0.000002,	314.380090
254,	0.000018,	0.000042,	0.000002,	314.432249
255,	0.000022,	0.000042,	0.000002,	314.498781
256,	0.000026,	0.000042,	0.000002,	314.580842
257,	0.000030,	0.000042,	0.000002,	314.680040
258,	0.000034,	0.000042,	0.000002,	314.798370
